순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
26,곤지암,2018-03-28,"21,442,194,144",1.2%,"2,675,575","1,124","88,477",한국,한국,(주)쇼박스
27,지금 만나러 갑니다,2018-03-14,"20,800,916,128",1.1%,"2,602,273","1,191","97,482",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
28,목격자,2018-08-15,"21,737,061,097",1.2%,"2,524,720","1,021","71,403",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
29,조선명탐정: 흡혈괴마의 비밀,2018-02-08,"19,822,789,764",1.1%,"2,444,136","1,249","74,953",한국,한국,(주)쇼박스
30,신비한 동물들과 그린델왈드의 범죄,2018-11-14,"20,816,583,118",1.1%,"2,414,062","1,601","76,846",미국,미국,워너브러더스 코리아(주)
31,메이즈 러너: 데스 큐어,2018-01-17,"18,902,873,104",1.0%,"2,299,732","1,090","58,918",미국,미국,이십세기폭스코리아(주)
32,맘마미아!2,2018-08-08,"19,607,520,003",1.1%,"2,293,884",750,"59,060",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
33,레디 플레이어 원,2018-03-28,"19,933,108,071",1.1%,"2,254,430","1,079","77,173",미국,미국,워너브러더스 코리아(주)
34,명당,2018-09-19,"17,900,775,524",1.0%,"2,087,474","1,117","58,450",한국,한국,플러스엠 엔터테인먼트
35,협상,2018-09-19,"17,032,133,166",0.9%,"1,967,721",919,"57,926",한국,한국,(주)씨제이이엔엠
36,마약왕,2018-12-19,"15,784,724,552",0.9%,"1,813,594","1,297","41,658",한국,한국,(주)쇼박스
37,쥬만지: 새로운 세계,2018-01-03,"13,814,824,864",0.8%,"1,708,672",791,"41,806",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
38,창궐,2018-10-25,"13,275,772,490",0.7%,"1,599,290","1,351","60,687",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
39,성난황소,2018-11-22,"13,236,490,737",0.7%,"1,593,386","1,010","48,932",한국,한국,(주)쇼박스
40,도어락,2018-12-05,"12,792,097,886",0.7%,"1,559,616",954,"53,732",한국,한국,플러스엠 엔터테인먼트
41,리틀 포레스트,2018-02-28,"11,929,202,185",0.7%,"1,506,269",884,"68,414",한국,한국,플러스엠 엔터테인먼트
42,골든슬럼버,2018-02-14,"11,412,768,798",0.6%,"1,387,508",833,"42,991",한국,한국,(주)씨제이이엔엠
43,램페이지,2018-04-12,"11,951,980,109",0.7%,"1,385,511",909,"55,295",미국,미국,워너브러더스 코리아(주)
44,궁합,2018-02-28,"10,478,875,438",0.6%,"1,340,117",966,"52,427",한국,한국,(주)씨제이이엔엠
45,오션스8,2018-06-13,"11,700,157,266",0.6%,"1,335,829",837,"55,372",미국,미국,워너브러더스 코리아(주)
46,사라진 밤,2018-03-07,"10,697,981,316",0.6%,"1,315,726",925,"60,087",한국,한국,(주)키다리이엔티
47,스윙키즈,2018-12-19,"10,308,565,602",0.6%,"1,258,811",984,"32,237",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
48,바람 바람 바람,2018-04-05,"9,784,385,375",0.5%,"1,194,229",985,"57,939",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
49,PMC: 더 벙커,2018-12-26,"9,704,247,367",0.5%,"1,179,031","1,081","26,690",한국,한국,(주)씨제이이엔엠
50,범블비,2018-12-25,"9,756,083,752",0.5%,"1,167,150","1,016","26,260",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
51,챔피언,2018-05-01,"9,471,138,230",0.5%,"1,128,774",874,"47,320",한국,한국,워너브러더스 코리아(주)
52,퍼시픽 림: 업라이징,2018-03-21,"8,962,712,795",0.5%,"1,077,235","1,145","49,600",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
53,몬스터 호텔 3,2018-08-08,"7,934,082,800",0.4%,"1,072,220",715,"21,247",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
54,더 넌,2018-09-19,"8,777,844,795",0.5%,"1,011,580",824,"32,736",미국,미국,워너브러더스 코리아(주)
55,스카이스크래퍼,2018-07-11,"8,612,111,718",0.5%,"1,002,858",831,"40,862",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
56,염력,2018-01-31,"7,484,644,112",0.4%,"990,104","1,099","45,623",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
57,월요일이 사라졌다,2018-02-22,"7,489,885,100",0.4%,"903,175",381,"24,247",영국,"영국,미국,프랑스,벨기에",(주)스마일이엔티
58,인랑,2018-07-25,"7,006,622,673",0.4%,"898,945","1,085","25,427",한국,한국,워너브러더스 코리아(주)
59,극장판 헬로카봇 : 백악기 시대,2018-08-01,"6,589,532,500",0.4%,"879,449",758,"16,173",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
60,레슬러,2018-05-09,"6,481,379,657",0.4%,"771,141",957,"43,079",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
61,상류사회,2018-08-29,"6,313,416,163",0.3%,"768,442",867,"41,725",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
62,물괴,2018-09-12,"6,106,452,954",0.3%,"723,622","1,183","46,022",한국,한국,"롯데컬처웍스(주)롯데엔터테인먼트,(주)키다리이엔티"
63,미쓰백,2018-10-11,"6,040,344,066",0.3%,"722,182",671,"41,961",한국,한국,(주)리틀빅픽쳐스
64,신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,"5,001,247,250",0.3%,"678,091",762,"16,175",한국,한국,(주)씨제이이엔엠
65,퍼스트맨,2018-10-18,"6,094,765,639",0.3%,"665,364","1,190","40,580",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
66,스파이더맨: 뉴 유니버스,2018-12-12,"5,305,289,076",0.3%,"639,934",722,"22,113",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
67,위대한 쇼맨,2017-12-20,"4,856,890,300",0.3%,"588,434",444,"16,054",미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
68,인시디어스4: 라스트 키,2018-01-31,"4,301,309,864",0.2%,"554,521",769,"23,869",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
69,"그날, 바다",2018-04-12,"4,446,000,528",0.2%,"540,631",643,"30,376",한국,한국,(주)엣나인필름
70,툼레이더,2018-03-08,"4,500,905,762",0.2%,"540,410",806,"31,823",미국,미국,워너브러더스 코리아(주)
71,페르디난드,2018-01-03,"3,854,216,500",0.2%,"533,776",698,"13,789",미국,미국,이십세기폭스코리아(주)
72,버닝,2018-05-17,"4,716,771,098",0.3%,"528,435",739,"26,514",한국,한국,CGV아트하우스
73,7년의 밤,2018-03-28,"3,969,337,524",0.2%,"528,007",872,"26,804",한국,한국,(주)씨제이이엔엠
74,메가로돈,2018-08-15,"4,516,122,497",0.2%,"527,962",601,"16,459",미국,미국,워너브러더스 코리아(주)
75,콰이어트 플레이스,2018-04-12,"4,580,889,849",0.3%,"526,073",677,"30,760",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
76,호두까기 인형과 4개의 왕국,2018-12-06,"4,120,048,900",0.2%,"513,767",294,"14,238",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
77,셰이프 오브 워터: 사랑의 모양,2018-02-22,"4,218,077,050",0.2%,"507,102",404,"20,200",미국,미국,"이십세기폭스코리아(주),월트디즈니컴퍼니코리아 유한책임회사"
78,곰돌이 푸 다시 만나 행복해,2018-10-03,"4,093,369,860",0.2%,"492,201",536,"21,601",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
79,변산,2018-07-04,"4,016,562,273",0.2%,"490,519",763,"27,504",한국,한국,플러스엠 엔터테인먼트
80,그린치,2018-12-19,"3,675,441,950",0.2%,"485,064",724,"10,998",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
81,스타 이즈 본,2018-10-09,"4,197,504,400",0.2%,"483,852",555,"25,781",미국,미국,워너브러더스 코리아(주)
82,동네사람들,2018-11-07,"3,818,515,112",0.2%,"461,693",731,"23,598",한국,한국,(주)리틀빅픽쳐스
83,원더풀 고스트,2018-09-26,"3,720,931,600",0.2%,"450,374",351,"13,999",한국,한국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
84,강철비,2017-12-14,"3,494,678,900",0.2%,"438,447",602,"13,598",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
85,흥부: 글로 세상을 바꾼 자,2018-02-14,"3,381,050,200",0.2%,"416,303",627,"18,671",한국,한국,롯데쇼핑㈜롯데엔터테인먼트
86,명탐정 코난 : 제로의 집행인,2018-08-08,"3,014,920,361",0.2%,"396,230",542,"8,770",일본,일본,(주)씨제이이엔엠
87,피터 래빗,2018-05-16,"3,006,258,100",0.2%,"388,300",599,"12,522",미국,"미국,영국,호주",소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
88,점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,"2,941,541,400",0.2%,"375,312",672,"6,495",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
89,패딩턴 2,2018-02-08,"2,555,480,200",0.1%,"339,014",629,"14,455",프랑스,"프랑스,영국",(주)이수C&E
90,허스토리,2018-06-27,"2,521,025,949",0.1%,"336,822",696,"20,406",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
91,미드나잇 선,2018-06-21,"2,679,300,500",0.1%,"326,086",472,"14,847",미국,미국,"(주)삼백상회,(주)키다리이엔티"
92,덕구,2018-04-05,"2,389,041,700",0.1%,"315,663",544,"19,006",한국,한국,플러스엠 엔터테인먼트
93,번 더 스테이지: 더 무비,2018-11-15,"2,671,391,900",0.1%,"315,010",243,"4,714",한국,한국,월트디즈니컴퍼니코리아 유한책임회사
94,트루스 오어 데어,2018-05-22,"2,647,330,400",0.1%,"310,956",530,"17,066",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
95,커뮤터,2018-01-24,"2,286,690,955",0.1%,"286,062",575,"16,145",영국,"영국,미국",플러스엠 엔터테인먼트
96,후드,2018-11-28,"2,203,434,149",0.1%,"284,601",628,"14,338",미국,미국,(주)이수C&E
97,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-19,"2,148,708,050",0.1%,"277,206",489,"5,329",일본,일본,(주)씨제이이엔엠
98,해리포터와 마법사의 돌,2001-12-13,"2,349,913,000",0.1%,"267,950",33,"3,929",미국,미국,워너브러더스 코리아(주)
99,모털 엔진,2018-12-05,"2,324,362,119",0.1%,"267,896",661,"15,454",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
100,바울,2018-10-31,"2,100,137,400",0.1%,"267,785",227,"8,455",미국,미국,(재)CBS
101,나를 차버린 스파이,2018-08-22,"2,346,742,100",0.1%,"264,766",278,"12,987",미국,미국,(주)누리픽쳐스
102,명탐정 코난:감벽의 관,2018-02-14,"1,803,389,439",0.1%,"242,603",487,"8,489",일본,일본,(주)씨제이이엔엠
103,아이 필 프리티,2018-06-06,"2,127,094,300",0.1%,"240,297",213,"11,900",미국,미국,(주)홈초이스
104,시카리오: 데이 오브 솔다도,2018-06-27,"1,938,637,400",0.1%,"229,542",261,"10,977",미국,미국,㈜코리아스크린
105,치즈인더트랩,2018-03-14,"1,890,873,700",0.1%,"229,005",364,"14,710",한국,한국,(주)리틀빅픽쳐스
106,12 솔져스,2018-01-31,"1,833,626,400",0.1%,"223,740",211,"9,844",미국,미국,(주)제이앤씨미디어그룹
107,1급기밀,2018-01-24,"1,720,083,300",0.1%,"217,803",512,"11,352",한국,한국,(주)리틀빅픽쳐스
108,50가지 그림자: 해방,2018-02-21,"1,866,384,500",0.1%,"217,785",213,"10,027",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
109,속닥속닥,2018-07-13,"1,900,914,300",0.1%,"217,444",314,"8,246",한국,한국,(주)그노스
110,벽 속에 숨은 마법시계,2018-10-31,"1,654,715,300",0.1%,"215,029",609,"14,005",미국,미국,CGV아트하우스
111,허리케인 하이스트,2018-03-14,"1,730,262,848",0.1%,"214,949",544,"16,363",미국,미국,(주)넥스트엔터테인먼트월드(NEW)
112,한 솔로: 스타워즈 스토리,2018-05-24,"1,964,276,778",0.1%,"213,980",569,"14,818",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
113,콜 미 바이 유어 네임,2018-03-22,"1,663,750,988",0.1%,"198,945",192,"10,218",이탈리아,"이탈리아,프랑스,브라질,미국","(주)디스테이션,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점"
114,나미야 잡화점의 기적,2018-02-28,"1,456,136,885",0.1%,"191,988",532,"10,240",일본,일본,(주)이수C&E
115,업그레이드,2018-09-06,"1,743,757,800",0.1%,"190,387",220,"11,549",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
116,런닝맨 : 풀룰루의 역습,2018-12-05,"1,420,218,750",0.1%,"186,912",511,"5,521",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
117,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,2018-06-06,"1,394,555,400",0.1%,"183,421",588,"6,839",일본,일본,(주)이수C&E
118,극장판 도라에몽: 진구의 보물섬,2018-08-15,"1,375,508,400",0.1%,"183,220",463,"5,488",일본,일본,(주)이수C&E
119,원더,2017-12-27,"1,378,217,489",0.1%,"181,938",183,"7,407",미국,미국,"CGV아트하우스,그린나래미디어(주)"
120,유전,2018-06-07,"1,564,910,938",0.1%,"177,647",422,"9,327",미국,미국,(주)팝엔터테인먼트
121,더 프레데터,2018-09-12,"1,502,022,014",0.1%,"170,878",582,"17,579",미국,미국,이십세기폭스코리아(주)
122,어느 가족,2018-07-26,"1,411,660,900",0.1%,"170,743",126,"5,685",일본,일본,(주)티캐스트
123,극장판 포켓몬스터 모두의 이야기,2018-12-19,"1,314,100,400",0.1%,"169,677",493,"4,484",일본,일본,(주)이수C&E
124,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,2018-09-20,"1,205,873,200",0.1%,"157,689",454,"5,398",일본,일본,(주)씨제이이엔엠
125,크레이지 리치 아시안,2018-10-25,"1,333,313,141",0.1%,"154,297",531,"12,370",미국,미국,워너브러더스 코리아(주)
126,다운사이징,2018-01-11,"1,236,582,004",0.1%,"150,215",511,"8,377",미국,미국,롯데쇼핑㈜롯데엔터테인먼트
127,나를 기억해,2018-04-19,"1,230,898,892",0.1%,"141,222",545,"14,322",한국,한국,(주)키다리이엔티
128,더 포스트,2018-02-28,"1,102,464,148",0.1%,"139,389",281,"6,797",미국,미국,CGV아트하우스
129,빅샤크: 매직체인지,2018-06-27,"1,012,461,700",0.1%,"138,740",414,"4,874",중국,중국,와이드 릴리즈(주)
130,독전: 익스텐디드 컷,2018-07-18,"845,770,600",0.0%,"137,871",398,"5,656",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
131,얼리맨,2018-05-03,"939,872,000",0.1%,"122,359",597,"5,347",영국,영국,(주)이수C&E
132,부탁 하나만 들어줘,2018-12-12,"992,810,788",0.1%,"115,024",461,"8,521",미국,미국,(주)팝엔터테인먼트
133,"안녕, 나의 소녀",2018-05-16,"870,407,954",0.0%,"111,751",155,"6,145",대만,대만,오드
134,당갈,2018-04-25,"906,597,500",0.0%,"109,465",260,"5,700",인도,인도,(주)넥스트엔터테인먼트월드(NEW)
135,할로윈,2018-10-31,"891,158,713",0.0%,"108,780",536,"9,836",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
136,레드 스패로,2018-02-28,"860,743,700",0.0%,"108,344",389,"6,659",미국,미국,이십세기폭스코리아(주)
137,레이디 버드,2018-04-04,"828,329,700",0.0%,"101,781",344,"7,258",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
138,게이트,2018-02-28,"821,271,100",0.0%,"101,381",208,"5,474",한국,한국,(주)제이앤씨미디어그룹
139,미니특공대X,2018-03-22,"746,262,200",0.0%,"100,164",458,"5,452",한국,한국,(주)삼지애니메이션
140,여중생A,2018-06-20,"811,686,000",0.0%,"97,849",479,"10,242",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
141,쓰리 빌보드,2018-03-15,"800,125,700",0.0%,"97,480",110,"4,013",미국,미국,"이십세기폭스코리아(주),월트디즈니컴퍼니코리아 유한책임회사"
142,마야2,2018-02-01,"696,489,700",0.0%,"97,165",429,"4,178",독일,독일,(주)영화사 빅
143,커다랗고 커다랗고 커다란 배,2018-05-03,"747,704,900",0.0%,"95,459",350,"3,440",덴마크,덴마크,예지림엔터테인먼트
144,플로리다 프로젝트,2018-03-07,"794,251,100",0.0%,"94,822",126,"5,226",미국,미국,오드
145,극장판 포켓몬스터 너로 정했다!,2017-12-21,"696,785,800",0.0%,"94,300",417,"2,653",일본,일본,(주)이수C&E
146,베일리 어게인,2018-11-22,"796,864,900",0.0%,"93,691",189,"5,777",미국,미국,(주)홈초이스
147,루이스,2018-09-20,"729,147,750",0.0%,"93,000",325,"3,547",독일,독일,(주)스마일이엔티
148,셜록 놈즈,2018-10-03,"682,265,200",0.0%,"91,036",440,"3,441",미국,미국,"(주)키다리이엔티,(주)삼백상회"
149,신은 죽지 않았다 3: 어둠 속의 빛,2018-07-19,"668,561,400",0.0%,"86,295",179,"3,393",미국,미국,"(주)영화사 그램,(재)CBS"
150,출국,2018-11-14,"640,943,850",0.0%,"81,880",274,"4,628",한국,한국,
151,호텔 아르테미스,2018-07-18,"646,127,100",0.0%,"77,794",465,"7,876",미국,미국,판씨네마(주)
152,올 더 머니,2018-02-01,"568,551,500",0.0%,"70,310",260,"4,336",미국,미국,판씨네마(주)
153,마일22,2018-08-23,"600,521,900",0.0%,"69,837",203,"6,212",미국,미국,(주)팝엔터테인먼트
154,여곡성,2018-11-08,"594,373,400",0.0%,"67,368",212,"4,463",한국,한국,(주)스마일이엔티
155,레오나르도 다 빈치,2018-04-26,"511,192,200",0.0%,"64,655",207,"2,621",이탈리아,이탈리아,(주)스마일이엔티
156,번개맨과 신비의 섬,2018-04-05,"486,548,700",0.0%,"60,561",191,"2,560",한국,한국,"힘컨텐츠(주),(주)디스테이션"
157,킬링 디어,2018-07-12,"518,464,968",0.0%,"60,008",68,"2,449",미국,"미국,영국",오드
158,타이타닉,1998-02-20,"432,315,000",0.0%,"59,455",107,"2,780",미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,씨네힐,이십세기폭스코리아(주)"
159,소공녀,2018-03-22,"472,636,200",0.0%,"59,110",284,"5,762",한국,한국,CGV아트하우스
160,어드리프트:우리가 함께한 바다,2018-09-06,"482,701,918",0.0%,"59,009",490,"8,219",미국,미국,(주)이수C&E
161,엘리엇과 산타 썰매단,2018-12-12,"399,032,800",0.0%,"57,579",335,"2,047",캐나다,캐나다,(주)팝엔터테인먼트
162,매직빈,2018-05-03,"436,382,700",0.0%,"57,004",534,"3,292",중국,중국,(주)영화사 빅
163,헌터 킬러,2018-12-06,"464,838,450",0.0%,"56,511",226,"2,777",미국,미국,(주)키다리이엔티
164,몬스터 패밀리,2017-12-21,"410,001,000",0.0%,"56,019",342,"1,547",독일,독일,(주)키다리이엔티
165,머니백,2018-04-12,"417,495,600",0.0%,"53,610",472,"6,878",한국,한국,(주)리틀빅픽쳐스
166,뽀로로 극장판 공룡섬 대모험,2017-12-07,"379,701,700",0.0%,"53,592",195,"1,722",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
167,말모이,2019-01-09,"304,507,000",0.0%,"53,576",108,252,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
168,"부르고뉴, 와인에서 찾은 인생",2018-05-03,"466,538,900",0.0%,"53,569",55,"2,351",프랑스,프랑스,(주)티캐스트
169,그래비티,2013-10-17,"801,074,000",0.0%,"52,504",52,"2,296",미국,미국,"(주)스튜디오디에이치엘,주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)"
170,너의 췌장을 먹고 싶어,2018-11-15,"410,303,605",0.0%,"52,355",319,"3,576",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
171,번개맨의 비밀,2018-12-06,"394,126,050",0.0%,"50,863",309,"2,270",한국,한국,(주)디스테이션
172,젝스키스 에이틴,2018-01-18,"364,405,500",0.0%,"50,419",25,774,한국,한국,씨제이 씨지브이(CJ CGV)(주)
173,살인소설,2018-04-25,"392,591,200",0.0%,"49,682",434,"5,708",한국,한국,"(주)스톰픽쳐스코리아,(주)페퍼민트앤컴퍼니"
174,온리 더 브레이브,2018-03-07,"390,912,300",0.0%,"49,612",301,"4,434",미국,미국,㈜코리아스크린
175,폴란드로 간 아이들,2018-10-31,"371,846,800",0.0%,"48,462",181,"2,919",한국,한국,커넥트픽쳐스(주)
176,데자뷰,2018-05-30,"360,833,100",0.0%,"48,279",536,"8,117",한국,한국,(주)키다리이엔티
177,비밥바룰라,2018-01-24,"322,716,200",0.0%,"47,563",347,"4,055",한국,한국,(주)키다리이엔티
178,"스탠바이, 웬디",2018-05-30,"374,370,080",0.0%,"47,368",345,"5,129",미국,미국,판씨네마(주)
179,나츠메 우인장: 세상과 연을 맺다,2018-10-31,"387,190,200",0.0%,"46,913",110,"2,844",일본,일본,(주)애니플러스
180,에그엔젤 코코밍: 두근두근 핼러윈 파티,2018-09-22,"367,076,000",0.0%,"46,386",179,"1,800",일본,일본,(주)엠제이픽쳐스
181,타샤 튜더,2018-09-13,"364,604,850",0.0%,"46,032",38,"2,080",일본,일본,(주)마노엔터테인먼트
182,플로이,2018-08-15,"334,782,300",0.0%,"44,907",242,"1,790",아이슬란드,"아이슬란드,벨기에",(주)스마일이엔티
183,다이노 어드벤처2: 육해공 공룡 대백과,2018-10-09,"335,469,900",0.0%,"43,627",322,"2,512",영국,영국,(주)박수엔터테인먼트
184,아일라,2018-06-21,"331,882,900",0.0%,"43,612",371,"4,848",터키,터키,(주)영화사 빅
185,라이프 오브 파이,2013-01-01,"440,237,100",0.0%,"41,271",87,"2,239",미국,미국,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)"
186,극장판 뽀잉: 슈퍼 변신의 비밀,2018-09-20,"312,710,450",0.0%,"41,054",294,"2,847",한국,한국,"(주)이수C&E,(주)시너지미디어"
186,더 포리너,2018-02-07,"330,263,800",0.0%,"41,054",156,"3,239",영국,"영국,중국","(주)더블앤조이픽쳐스,TCO(주)더콘텐츠온"
186,배반의 장미,2018-10-18,"332,232,550",0.0%,"41,054",457,"6,927",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
189,그랜드 부다페스트 호텔,2014-03-20,"348,931,000",0.0%,"38,622",48,"2,164",미국,"미국,독일","(주)피터팬픽쳐스,이십세기폭스코리아(주),월트디즈니컴퍼니코리아 유한책임회사"
190,너의 이름은.,2017-01-04,"307,158,100",0.0%,"38,226",121,"1,198",일본,일본,플러스엠 엔터테인먼트
191,패터슨,2017-12-21,"315,354,908",0.0%,"37,781",43,"1,942",프랑스,"프랑스,독일,미국",그린나래미디어(주)
192,이별의 아침에 약속의 꽃을 장식하자,2018-07-19,"321,863,500",0.0%,"37,764",121,"2,070",일본,일본,(주)미디어캐슬
193,다키스트 아워,2018-01-17,"283,477,800",0.0%,"37,520",233,"3,088",영국,영국,유니버설픽쳐스인터내셔널 코리아(유)
194,프렌즈: 몬스터섬의비밀,2011-12-29,"273,524,500",0.0%,"37,351",187,"1,872",일본,일본,"(주)스마일이엔티,(주)에스비에스콘텐츠허브"
195,정글번치: 최강 악당의 등장,2018-04-19,"292,593,700",0.0%,"37,343",331,"1,887",프랑스,프랑스,(주)팝엔터테인먼트
196,툴리,2018-11-22,"302,483,000",0.0%,"37,241",161,"2,281",캐나다,캐나다,(주)리틀빅픽쳐스
197,벅스 프렌즈,2018-06-06,"283,664,600",0.0%,"36,905",262,"1,742",중국,중국,(주)스톰픽쳐스코리아
198,반딧불이 딘딘,2018-02-22,"259,938,900",0.0%,"36,744",303,"2,509",중국,중국,(주)박수엔터테인먼트
199,아바타,2009-12-17,"407,273,500",0.0%,"36,226",68,"1,952",미국,미국,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)"
200,"오늘 밤, 로맨스 극장에서",2018-07-11,"301,894,900",0.0%,"35,732",155,"4,134",일본,일본,(주)디스테이션
