순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
1345,5인의 해병,,"480,000",0.0%,252,1,6,한국,한국,
1345,리버티 밸런스를 쏜 사나이,,"504,000",0.0%,252,1,6,미국,미국,
1345,레인보우: 나의 사랑,2019-01-03,"1,917,000",0.0%,252,2,10,이탈리아,"이탈리아,프랑스",(주)마노엔터테인먼트
1345,할머니의 먼 집,2016-09-29,"504,000",0.0%,252,1,9,한국,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
1349,어느 시골 사제의 일기,,"1,469,000",0.0%,251,1,6,프랑스,프랑스,
1349,방랑자들,,"507,000",0.0%,251,1,3,영국,영국,
1349,겟 아웃,2017-05-17,"2,095,200",0.0%,251,3,20,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
1349,다음 침공은 어디?,2016-09-08,"1,506,000",0.0%,251,1,2,미국,미국,판씨네마(주)
1353,황태자의 첫사랑,,"510,000",0.0%,250,1,10,미국,미국,
1353,신을 믿습니까?,2016-04-21,"1,898,000",0.0%,250,1,1,미국,미국,와이드 릴리즈(주)
1355,로미오와 줄리엣,,"498,000",0.0%,249,1,15,영국,"영국,이탈리아",
1355,백만장자와 결혼하는 법,,"503,000",0.0%,249,1,12,미국,미국,
1355,알라모,,"472,000",0.0%,249,1,4,미국,미국,
1355,앙: 단팥 인생 이야기,2015-09-10,"1,774,000",0.0%,249,1,9,일본,일본,그린나래미디어(주)
1359,일 포스티노,1996-03-09,"1,694,500",0.0%,248,1,3,이탈리아,"이탈리아,프랑스",(주)영화사 진진
1359,딥,2018-09-06,"1,796,500",0.0%,248,9,68,한국,한국,(주)드림팩트엔터테인먼트
1361,오발탄,1961-04-13,"463,000",0.0%,247,1,6,한국,한국,
1361,옵티그래프,,"1,459,000",0.0%,247,1,7,한국,한국,
1361,꾸뻬씨의 행복여행,2014-11-27,"2,022,000",0.0%,247,1,7,영국,"영국,독일,캐나다,남아프리카공화국",그린나래미디어(주)
1364,해운대,2009-07-22,"1,257,000",0.0%,246,2,7,한국,한국,CJ ENM
1364,파수꾼,2011-03-03,"2,206,000",0.0%,246,1,4,한국,한국,필라멘트픽쳐스
1364,MSFF2018 절대악몽 1,,"1,446,600",0.0%,246,1,2,한국,한국,
1367,로드 투 로마,2017-12-14,"1,495,000",0.0%,245,1,6,미국,"미국,스페인,이탈리아",(주)티앤엘엔터테인먼트
1368,맛있는 스와핑,2018-08-14,"1,183,000",0.0%,244,20,20,한국,한국,(주)케이알씨지
1368,스와핑 민박집,2018-09-27,"1,183,000",0.0%,244,20,20,한국,한국,(주)케이알씨지
1368,야한 짓: 감독판,2018-05-29,"1,187,000",0.0%,244,20,20,한국,한국,(주)케이알씨지
1368,중독: 관음증-감독판,2018-05-29,"1,187,000",0.0%,244,20,20,한국,한국,(주)케이알씨지
1368,내 여자의 정사: 감독판,2018-06-19,"1,183,000",0.0%,244,20,20,한국,한국,(주)케이알씨지
1368,향단이 나르샤 감독판,2018-06-20,"1,183,000",0.0%,244,20,20,한국,한국,(주)케이알씨지
1368,음란 조선 기방,2018-07-04,"1,183,000",0.0%,244,10,20,한국,한국,(주)케이알씨지
1368,국가 성생활 관리위원회-무삭제판,2018-12-13,"1,183,000",0.0%,244,20,20,한국,한국,(주)케이알씨지
1368,세 번째 엄마 무삭제판,2018-12-11,"1,183,000",0.0%,244,18,20,한국,한국,(주)케이알씨지
1368,새 어린 엄마 - 무삭제판,2018-11-27,"1,183,000",0.0%,244,20,20,한국,한국,(주)케이알씨지
1368,김본좌의 야동남녀- 무삭제판,2018-11-14,"1,183,000",0.0%,244,20,20,한국,한국,(주)케이알씨지
1368,아내의 외도: 감독판,2018-04-17,"1,188,000",0.0%,244,20,20,한국,한국,(주)케이알씨지
1368,어린 새엄마-무삭제판,2018-10-24,"1,183,000",0.0%,244,20,20,한국,한국,(주)케이알씨지
1368,맛있는 섹스 누나 친구-감독판,2018-04-17,"1,188,000",0.0%,244,20,20,한국,한국,(주)케이알씨지
1368,마지막 정사: 여럿이 다같이-무삭제판,2018-10-23,"1,183,000",0.0%,244,20,20,한국,한국,(주)케이알씨지
1368,완전한 사육: 감금의 미학,2018-10-11,"1,183,000",0.0%,244,20,20,한국,한국,(주)케이알씨지
1368,쇠파리,2017-05-25,"488,000",0.0%,244,1,24,한국,한국,(주)영화사 그램
1385,원스 어폰 어 타임 인 아메리카,1984-12-10,"486,000",0.0%,243,1,5,미국,"미국,이탈리아",(주)프레인글로벌
1385,새 엄마의 선물 떡 - 무삭제판,2018-11-20,"1,178,000",0.0%,243,18,19,한국,한국,(주)케이알씨지
1385,두번째 엄마2-무삭제판,2018-11-20,"1,178,000",0.0%,243,18,19,한국,한국,(주)케이알씨지
1385,새로운 엄마친구-무삭제판,2018-11-20,"1,178,000",0.0%,243,18,19,한국,한국,(주)케이알씨지
1389,옥스보우 인시던트,,"496,000",0.0%,242,1,11,미국,미국,
1389,벅스 라이프,1998-12-12,"1,452,000",0.0%,242,1,2,미국,미국,
1389,동물원,,"1,452,000",0.0%,242,1,2,아일랜드,"아일랜드,영국",
1392,죽음의 사막,,"482,000",0.0%,241,1,12,미국,미국,
1392,랩소디,,"487,000",0.0%,241,1,6,미국,미국,
1392,피아니스트 세이모어의 뉴욕 소네트,2016-04-07,"1,950,000",0.0%,241,1,7,미국,미국,(주)영화사 진진
1395,우리도 사랑일까,2012-09-27,"1,562,000",0.0%,240,1,6,캐나다,캐나다,(주)티캐스트
1395,레터스 투 줄리엣,2010-10-06,"1,679,000",0.0%,240,1,1,미국,미국,(주)넥스트엔터테인먼트월드(NEW)
1395,7인의 신부,1972-12-24,"458,000",0.0%,240,1,6,미국,미국,
1398,착한 장모,2018-07-09,"1,292,000",0.0%,239,20,20,한국,한국,(주)소나무픽쳐스
1398,야한 정사의 맛 - 무삭제판,2018-11-07,"1,178,000",0.0%,239,15,15,한국,한국,(주)케이알씨지
1398,내 엄마의 친구,2018-05-17,"1,292,000",0.0%,239,20,20,한국,한국,(주)소나무픽쳐스
1401,가려진 시간,2016-11-16,"1,190,000",0.0%,238,1,1,한국,한국,(주)쇼박스
1401,비는 행운을 싣고,,"476,000",0.0%,238,1,13,미국,미국,
1403,블랙,2009-08-27,"1,074,000",0.0%,237,1,8,인도,인도,"이언픽쳐스,(주)넥스트엔터테인먼트월드(NEW)"
1404,겨울밤에,2020-12-10,"1,507,400",0.0%,236,1,8,한국,한국,㈜인디스토리
1404,한공주,2014-04-17,"1,781,000",0.0%,236,1,2,한국,한국,CGV아트하우스
1404,CaFF 2018 초이스 단편1,,"1,180,000",0.0%,236,1,2,기타,기타,
1404,CaFF 2018 특별전(단편),,"1,180,000",0.0%,236,1,2,기타,기타,
1404,수파 모도,,"1,180,000",0.0%,236,1,2,독일,"독일,케냐",
1404,어둠 속의 자유,,"1,180,000",0.0%,236,1,2,폴란드,폴란드,
1404,빈센트 반 고흐 : 새로운 시선,2017-08-24,"2,156,000",0.0%,236,1,1,영국,영국,메가박스중앙(주)
1411,바람과 함께 걷다,,"1,175,000",0.0%,235,1,2,인도,인도,
1411,내가 돌아갈 곳,,"1,175,000",0.0%,235,1,2,일본,일본,
1413,얼굴이 아니고 마음입니다,1983-11-19,"468,000",0.0%,234,1,8,한국,한국,
1413,연연풍진,,"1,453,500",0.0%,234,1,13,대만,대만,
1413,상해전기,2014-11-07,"1,206,500",0.0%,234,1,19,중국,중국,(주)에스와이코마드
1413,업,2009-07-29,"2,137,000",0.0%,234,1,12,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
1417,"소녀, 하늘을 날다!",2018-09-06,"1,997,200",0.0%,233,11,67,일본,일본,노바엔터테인먼트
1417,폭스캐처,2015-02-05,"1,432,500",0.0%,233,1,4,미국,미국,그린나래미디어(주)
1417,위대한 바들리스,,"1,578,000",0.0%,233,1,3,미국,미국,
1417,태풍 클럽,,"1,668,000",0.0%,233,1,2,일본,일본,
1417,PDFF2018 개막식,,"1,165,000",0.0%,233,1,1,기타,기타,
1422,아이언맨 2,2010-04-29,"2,095,000",0.0%,232,1,7,미국,미국,CJ ENM
1422,올 리브 올리브,2017-07-13,"464,000",0.0%,232,1,61,한국,한국,(주)시네마달
1422,법과 질서,,"464,000",0.0%,232,1,20,미국,미국,
1422,은빛 지구,,"1,602,000",0.0%,232,1,3,폴란드,폴란드,
1422,유리 감옥,,"1,656,000",0.0%,232,1,3,스페인,스페인,
1422,산딸기 6,1994-07-16,"464,000",0.0%,232,1,11,한국,한국,
1428,연가시,2012-07-05,"1,150,000",0.0%,230,1,4,한국,한국,(주)씨제이이엔엠
1428,타워,2012-12-25,"1,150,000",0.0%,230,1,4,한국,한국,(주)씨제이이엔엠
1428,오키나와 블루,,"1,150,000",0.0%,230,1,2,일본,일본,
1428,사랑의 기적,1991-03-30,"1,150,000",0.0%,230,1,2,미국,미국,
1428,CaFF 2018 단편경쟁 3,,"1,150,000",0.0%,230,1,2,한국,한국,
1428,SIFF2018-경쟁단편 2,,"1,577,500",0.0%,230,1,3,한국,한국,
1428,CaFF 2018 초이스 단편2,,"1,150,000",0.0%,230,1,2,기타,기타,
1428,CaFF 2018 단편경쟁 1,,"1,150,000",0.0%,230,1,2,한국,한국,
1428,포르투나,,"1,150,000",0.0%,230,1,2,스위스,"스위스,벨기에",
1428,휴게소,2018-09-14,"1,133,000",0.0%,230,4,35,한국,한국,"(주)다날엔터테인먼트,THE 픽쳐스"
1438,선인장,,"1,125,000",0.0%,228,2,4,이집트,"이집트,기타",
1438,모정,1972-12-09,"501,000",0.0%,228,1,13,미국,미국,
1438,샤인 리마스터링,1997-01-25,"1,604,000",0.0%,228,2,11,호주,호주,"(주)비싸이드 픽쳐스,필립 스튜디오,(주)라이크콘텐츠,(주)팝엔터테인먼트"
1438,원죄,2018-04-19,"1,739,600",0.0%,228,6,43,한국,한국,이언픽쳐스
1442,스펠바운드,,"470,000",0.0%,227,1,13,미국,미국,
1442,존 휴스턴 회고전-미스터 앨리슨,,"454,000",0.0%,227,1,3,미국,미국,
1442,우정어린 설복,,"457,000",0.0%,227,1,15,미국,미국,
1445,토르: 다크 월드,2013-10-30,"1,923,500",0.0%,226,1,7,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
1445,빅 트리,,"428,000",0.0%,226,1,6,미국,미국,
1445,피치걸,,"1,840,500",0.0%,226,4,14,일본,일본,(주)엔케이컨텐츠
1448,미녀와 야수,1992-07-04,"2,343,500",0.0%,225,1,11,미국,미국,"워너브러더스 코리아(주),한국소니픽쳐스릴리징브에나비스타영화㈜"
1448,SIFF2018-통일기획전 1,,"1,563,800",0.0%,225,2,4,한국,한국,
1448,SIDOF2018_명호/통금/페미니스트와 휴머니스트,,"1,125,000",0.0%,225,1,2,한국,한국,
1448,너와 100번째 사랑,2017-05-25,"1,648,500",0.0%,225,3,13,일본,일본,(주)디스테이션
1452,또 다른 벽,,"1,120,000",0.0%,224,1,2,스페인,스페인,
1452,사우스사이드 위드 유,2018-09-06,"1,278,000",0.0%,224,4,34,미국,미국,주식회사 마운틴픽쳐스
1452,CaFF 2018 애니메이션 단편1,,"1,120,000",0.0%,224,1,2,기타,기타,
1452,CaFF 2018 애니메이션 단편2,,"1,120,000",0.0%,224,1,2,기타,기타,
1452,CaFF 2018 애니메이션 단편3,,"1,120,000",0.0%,224,1,2,기타,기타,
1452,의대생들,,"1,120,000",0.0%,224,1,2,미국,미국,
1452,일진,2018-03-15,"1,322,000",0.0%,224,5,74,한국,한국,(주)드림팩트엔터테인먼트
1452,리틀갓,,"1,120,000",0.0%,224,1,2,인도,인도,
1460,사돈처녀,2018-12-14,"1,046,000",0.0%,223,20,20,한국,한국,(주)컨텐츠 빌리지
1461,7년만의 외출,,"449,000",0.0%,222,1,11,미국,미국,
1461,SIFF2018-특별단편 5,,"1,484,000",0.0%,222,1,2,한국,한국,
1461,야공작,2017-06-01,"1,146,500",0.0%,222,1,15,중국,"중국,프랑스",(주)액티버스엔터테인먼트
1461,MSFF2018 절대악몽 2,,"1,324,800",0.0%,222,1,2,한국,한국,
1465,모두가 왕의 부하들,,"440,000",0.0%,220,1,8,미국,미국,
1466,SIFF2018-경쟁단편 4,,"1,493,700",0.0%,219,1,3,한국,한국,
1467,MSFF2018 미래에 관한 단상들 1,,"1,311,000",0.0%,218,1,2,한국,한국,
1468,피아니스트,2002-12-20,"1,342,000",0.0%,217,1,5,프랑스,프랑스,"(주)블룸즈베리리소시스리미티드,(주)엠앤드엔엔터테인먼트"
1468,상처뿐인 영광,1971-06-26,"416,000",0.0%,217,1,8,미국,미국,
1468,페르소나,2013-07-25,"2,016,000",0.0%,217,1,6,스웨덴,스웨덴,㈜영화사 백두대간
1471,환상의 빛,2016-07-07,"1,761,000",0.0%,216,1,7,일본,일본,주식회사 씨네룩스
1471,하동채복: 두 사람의 노래,,"1,080,000",0.0%,216,1,4,한국,한국,
1473,위 워 솔저스,2002-05-02,"430,000",0.0%,215,1,6,미국,미국,CJ ENM
1474,노인과 바다,,"428,000",0.0%,214,1,8,미국,미국,
1474,언니는 말괄량이,,"421,000",0.0%,214,1,15,한국,한국,
1476,길소뜸,1986-04-05,"426,000",0.0%,213,1,14,한국,한국,
1476,꼭대기 방,,"426,000",0.0%,213,1,16,영국,영국,
1476,그녀의 인생은 잘못이 없어,2018-04-19,"1,629,000",0.0%,213,4,15,일본,일본,(주)엔케이컨텐츠
1479,건축학개론,2012-03-22,"1,073,000",0.0%,212,9,58,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
1479,달콤한 인생,,"424,000",0.0%,212,1,14,이탈리아,"이탈리아,프랑스",
1481,뽀삐,2002-11-01,"1,266,000",0.0%,211,1,2,한국,한국,
1481,anffis 2018 클로즈업,,"1,266,000",0.0%,211,1,2,기타,기타,
1481,라이카,,"1,266,000",0.0%,211,1,2,체코,체코,
1481,꿈은 소의 수의사,,"1,266,000",0.0%,211,1,2,일본,일본,
1481,맨체스터 바이 더 씨,2017-02-15,"1,236,900",0.0%,211,1,13,미국,미국,THE 픽쳐스
1486,SPFF 2018 폐막작(단편 쇼케이스),,"1,530,000",0.0%,209,2,2,한국,한국,
1486,관계의 의미,,"1,130,000",0.0%,209,1,28,한국,한국,
1486,부도덕한 이야기,,"1,430,000",0.0%,209,1,3,프랑스,프랑스,
1486,하오의 연정,,"398,000",0.0%,209,1,6,미국,미국,
1486,극사적 에로스,,"1,379,000",0.0%,209,1,4,일본,일본,
1486,빛나는,2017-11-23,"1,055,000",0.0%,209,1,4,일본,"일본,프랑스",그린나래미디어(주)
1492,동화,2018-10-25,"1,112,500",0.0%,208,5,41,한국,한국,(주)콘텐츠윙
1492,잊혀진 이야기,,"1,112,000",0.0%,208,1,35,한국,한국,
1492,마음의 행로,,"416,000",0.0%,208,1,7,미국,미국,
1492,아파치요새,1971-05-01,"435,000",0.0%,208,1,8,미국,미국,
1496,토르: 천둥의 신,2011-04-28,"1,698,500",0.0%,207,1,7,미국,미국,(주)씨제이이엔엠
1496,전사의 용기,,"402,000",0.0%,207,1,7,미국,미국,
1496,엔젤,,"1,330,000",0.0%,207,1,3,미국,미국,
1496,AISFF 2018 국제경쟁 그룹1,,"1,029,000",0.0%,207,1,3,기타,기타,
1496,악마의 등뼈,,"1,464,000",0.0%,207,1,3,멕시코,"멕시코,스페인",
1501,로마서 8:37,2017-11-16,"1,447,000",0.0%,206,1,11,한국,한국,(주) 루스이소니도스
1502,핵소 고지,2017-02-22,"1,356,000",0.0%,205,1,4,미국,"미국,호주",판씨네마(주)
1502,즐거운 영혼,,"410,000",0.0%,205,1,9,영국,영국,
1502,당나귀 발타자르,,"1,387,000",0.0%,205,1,8,프랑스,"프랑스,스웨덴",
1502,웨스트 사이드 스토리,1999-05-29,"410,000",0.0%,205,1,5,미국,미국,
1506,데드 리스트,2018-10-16,"1,219,000",0.0%,204,1,2,미국,미국,제인앤유
1506,젊은엄마네하숙집,2018-09-13,"894,000",0.0%,204,20,20,한국,한국,(주)로드하우스
1508,SIFF2018-경쟁단편 5,,"1,390,000",0.0%,203,1,3,한국,한국,
1508,아메리카 타운,2018-12-06,"1,197,000",0.0%,203,7,65,한국,한국,전국예술영화관협회
1508,MSFF2018 전년도수상작 3,,"1,213,400",0.0%,203,1,2,한국,한국,
1508,데미트리아스,1977-02-18,"406,000",0.0%,203,1,21,미국,미국,
1512,부초,,"402,000",0.0%,201,1,6,일본,일본,
1512,여고괴담 두번째 이야기,1999-12-24,"1,474,000",0.0%,201,1,3,한국,한국,
1512,바이스: 범죄도시,2017-12-28,"1,170,000",0.0%,201,5,22,미국,미국,(주)더블앤조이픽쳐스
1512,나쁜 엄마,2018-04-26,"1,107,000",0.0%,201,18,20,한국,한국,(주)투모션
1516,SMIFF2018 수상작,,"1,200,000",0.0%,200,1,1,기타,기타,
1516,프랑스에서,,"1,400,000",0.0%,200,1,2,프랑스,"프랑스,미국",
1516,국경의 왕,2019-02-28,"1,172,000",0.0%,200,1,5,한국,한국,"무브먼트,독립영화전용관 인디스페이스"
1516,SIDOF2018_친구들/불편한영화제/도망치는 것은 비겁하지만 도움이 된다,,"1,000,000",0.0%,200,1,2,한국,한국,
1516,SESIFF2018 수상작,,"1,200,000",0.0%,200,1,1,기타,기타,
1516,홉슨의 사위 고르기,,"400,000",0.0%,200,1,10,영국,영국,
1522,잔느 딜망,2008-05-09,"966,000",0.0%,199,1,6,프랑스,프랑스,
1522,고양이 케디,2017-09-21,"1,085,000",0.0%,199,1,2,미국,미국,찬란
1524,한강에게,2019-04-04,"1,265,800",0.0%,198,1,5,한국,한국,㈜인디스토리
1524,예쁜누나,2018-10-18,"876,000",0.0%,198,20,20,한국,한국,(주)마이애미미디어
1524,사무라이 2,,"371,000",0.0%,198,1,6,일본,일본,
1527,케빈에 대하여,2012-07-26,"1,456,500",0.0%,197,1,4,영국,"영국,미국",(주)티캐스트
1528,초대녀 2,2018-12-28,"1,424,000",0.0%,196,20,22,한국,한국,(주)컨텐츠 빌리지
1529,스테잉 버티컬,,"1,502,000",0.0%,195,1,6,프랑스,프랑스,
1529,파울라,2017-11-09,"1,197,000",0.0%,195,1,2,독일,독일,(주)라이크콘텐츠
1529,은판 위의 여인,2017-11-30,"1,502,000",0.0%,195,1,4,프랑스,프랑스,(주)영화사 안다미로
1532,수색자,,"391,000",0.0%,194,1,19,미국,미국,
1532,MSFF2018 전년도수상작 1,,"1,161,600",0.0%,194,1,2,한국,한국,
1534,김군,2019-05-23,"1,307,900",0.0%,193,1,3,한국,한국,영화사 풀
1535,더티댄싱,1988-01-01,"1,344,000",0.0%,192,1,2,미국,미국,(주)즐거운 시네마
1535,언제나 둘이서,,"750,000",0.0%,192,1,4,영국,영국,
1535,보희와 녹양,2019-05-29,"1,298,200",0.0%,192,1,3,한국,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
1538,엘리스 헤지나,2017-12-07,"1,023,000",0.0%,191,1,6,브라질,브라질,(주)드림팩트엔터테인먼트
1538,글루미 선데이,2000-10-21,"1,303,500",0.0%,191,1,4,독일,독일,(주)팝엔터테인먼트
1540,어린 처제,2018-05-04,"1,050,000",0.0%,190,20,21,한국,한국,(주)컨텐츠 빌리지
1541,해안가로의 여행,,"1,309,000",0.0%,189,1,4,일본,일본,(주)영화사 진진
1541,무용,2008-05-22,"1,030,000",0.0%,189,1,18,중국,중국,위드시네마
1541,스카라무슈,1973-06-02,"378,000",0.0%,189,1,6,미국,미국,
1541,자그로스,,"930,000",0.0%,189,2,4,벨기에,"벨기에,네덜란드",
1541,SIFF2018-선택단편 3,,"1,265,200",0.0%,189,1,3,한국,한국,
1541,SIFF2018-경쟁단편 1,,"1,298,300",0.0%,189,1,3,한국,한국,
1541,아마도 악마가,,"1,247,000",0.0%,189,1,3,프랑스,프랑스,
1548,2018 중앙영화제 아침,,"940,000",0.0%,188,1,2,한국,한국,
1548,2018 중앙영화제 저녁,,"940,000",0.0%,188,1,2,한국,한국,
1548,2018 중앙영화제 일몰,,"940,000",0.0%,188,1,2,한국,한국,
1548,여동생 커플 훔쳐보기,2018-04-19,"1,065,000",0.0%,188,20,20,한국,한국,(주)로이테미디어
1548,SIFF2018-경쟁단편 3,,"1,279,200",0.0%,188,1,3,한국,한국,
1553,수상한 노래방,2018-08-09,"1,026,000",0.0%,187,20,20,한국,한국,(주)투모션
1553,문영,2017-01-12,"1,252,000",0.0%,187,1,6,한국,한국,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
1555,매트 헌터,1986-05-03,"372,000",0.0%,186,1,5,미국,미국,
1556,MSFF2018 심야상영,,"1,842,000",0.0%,185,1,1,한국,한국,
1556,럼블 피쉬,2008-11-24,"1,213,000",0.0%,185,1,3,미국,미국,
1556,친애하는 당신,,"1,290,000",0.0%,185,1,3,태국,"태국,프랑스",
1556,디서비디언스,,"1,850,000",0.0%,185,1,2,영국,"영국,아일랜드,미국",
1560,레드히트,1989-01-28,"368,000",0.0%,184,1,3,미국,미국,콜럼비아 픽쳐스 코포레이션
1560,신원불상,,"920,500",0.0%,184,1,2,이란,이란,
1560,대지,,"368,000",0.0%,184,1,6,미국,미국,
1560,섹스 인 더 게임,2018-03-28,"1,021,000",0.0%,184,20,20,한국,한국,선셋 시네마
1560,공주와 해적,,"368,000",0.0%,184,1,8,미국,미국,
1560,위대한 레보스키,1998-10-24,"1,284,000",0.0%,184,1,3,미국,"미국,영국",
1566,캅 랜드,2000-01-15,"366,000",0.0%,183,1,3,미국,미국,
1566,도라에몽 : 스탠 바이 미,2015-02-12,"733,000",0.0%,183,1,6,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
1566,세일러복과 기관총,,"1,290,000",0.0%,183,1,2,일본,일본,
1566,처녀 사냥,2018-01-31,"1,019,000",0.0%,183,19,20,한국,한국,(주)컨텐츠 빌리지
1566,어린 누나,2018-03-07,"1,019,000",0.0%,183,20,20,한국,한국,(주)컨텐츠 빌리지
1571,엄마 애인,2018-01-29,"1,012,000",0.0%,182,20,20,한국,한국,(주)에이블엔터테인먼트
1571,병속에 담긴 편지,1999-04-24,"438,000",0.0%,182,1,4,미국,미국,
1571,콰이강의 다리,1962-11-03,"364,000",0.0%,182,1,6,미국,미국,
1574,딸의 애인,2018-05-04,"995,000",0.0%,180,20,20,한국,한국,(주)컨텐츠 빌리지
1574,나이아가라,,"382,000",0.0%,180,1,11,미국,미국,
1574,우리 주변의 동물들,,"1,080,000",0.0%,180,1,2,스페인,"스페인,독일,미국",
1574,부드러운 여인,,"1,176,000",0.0%,180,1,3,프랑스,프랑스,
1574,안녕 히어로,2017-09-07,"366,000",0.0%,180,1,49,한국,한국,(주)시네마달
1574,암살,2015-07-22,"900,000",0.0%,180,1,1,한국,한국,(주)쇼박스
1574,화끈한 홈서비스,2018-04-24,"1,000,000",0.0%,180,20,20,한국,한국,(주)제이에이와이이엔터테인먼트
1574,장수상회,2015-04-09,"1,042,500",0.0%,180,1,8,한국,한국,(주)씨제이이엔엠
1574,초대녀,2018-06-05,"996,000",0.0%,180,21,21,한국,한국,(주)컨텐츠 빌리지
1574,형님 아내4(우주공주 춘향),2018-04-25,"995,000",0.0%,180,20,21,한국,한국,이돌영화사
1574,너는 결코 서둘지 말라,,"1,219,700",0.0%,180,1,3,한국,한국,
1574,어린 이모,2018-05-09,"1,000,000",0.0%,180,20,20,한국,한국,(주)컨텐츠 빌리지
1586,음란한 모델,2018-07-19,"991,000",0.0%,179,20,20,한국,한국,(주)제이에이와이이엔터테인먼트
1586,교회누나,2018-06-22,"993,000",0.0%,179,20,20,한국,한국,(주)엔트리미디어
1586,과외의 추억,2018-09-07,"989,000",0.0%,179,20,21,한국,한국,스마일컨텐츠
1586,머나먼 서부,,"358,000",0.0%,179,1,12,미국,미국,
1586,어린 엄마,2018-01-10,"997,000",0.0%,179,20,20,한국,한국,(주)에이블엔터테인먼트
1586,여자가 계단을 오를 때,,"892,000",0.0%,179,1,4,일본,일본,
1586,첫경험,2018-01-10,"998,000",0.0%,179,19,20,한국,한국,(주)컨텐츠 빌리지
1586,히로인 실격,,"1,290,000",0.0%,179,4,13,일본,일본,"(주)엔케이컨텐츠,(주)디스테이션"
1586,어린 누나 2,2018-11-01,"988,000",0.0%,179,19,21,한국,한국,(주)컨텐츠 빌리지
1595,빅터 빅토리아,,"1,019,200",0.0%,178,1,2,영국,"영국,미국",
1595,죽음을 떠나는 남자,,"866,000",0.0%,178,2,4,기타,기타,
1595,더티웨딩,2018-08-16,"991,000",0.0%,178,20,20,한국,한국,(주)콘텐츠윙
1595,어린 처제 2,2018-08-14,"991,000",0.0%,178,20,20,한국,한국,(주)컨텐츠 빌리지
1595,나는보리,2020-05-21,"1,222,000",0.0%,178,1,2,한국,한국,(주)영화사 진진
1595,어린 처형,2018-10-25,"992,000",0.0%,178,20,20,한국,한국,(주)컨텐츠 빌리지
1595,이웃집 아내,2018-10-25,"992,000",0.0%,178,20,20,한국,한국,라온컴퍼니
1595,조건아빠: 슈가대디,2018-10-15,"992,000",0.0%,178,20,20,한국,한국,(주)가온콘텐츠
1595,애정이 꽃피는 나무,,"356,000",0.0%,178,1,4,미국,미국,
1595,토요일 밤의 열기,1978-09-17,"1,246,000",0.0%,178,1,2,미국,미국,
1595,돈,,"1,195,000",0.0%,178,1,3,프랑스,"프랑스,스위스",
1606,맛있는 아내,2018-10-11,"833,000",0.0%,177,20,20,한국,한국,(주)나우콘텐츠
1606,우리가족같이,2018-10-29,"976,000",0.0%,177,19,19,한국,한국,(주)투모션
1606,"러브, 사이먼",,"1,764,000",0.0%,177,1,2,미국,미국,
1606,조용한 열정,2017-11-23,"1,246,000",0.0%,177,2,19,영국,"영국,벨기에","주식회사 디에스이이디,(주)로카"
1606,레드 소냐,1985-07-17,"420,000",0.0%,177,1,6,네덜란드,"네덜란드,미국",
1611,어 키드 라이크 제이크,,"1,601,000",0.0%,176,1,2,미국,미국,
1611,블루 발렌타인,2012-05-31,"1,103,700",0.0%,176,1,7,미국,미국,(주)영화사 진진
1611,어쌔신: 더 비기닝,2017-12-07,"1,694,000",0.0%,176,3,4,미국,미국,(주)이수C&E
1611,호우시절,2009-10-08,"925,000",0.0%,176,1,14,한국,"한국,중국",(주)넥스트엔터테인먼트월드(NEW)
1615,칠드런 오브 맨,2016-09-22,"1,569,000",0.0%,175,3,14,영국,"영국,미국","영화사 마농(주),(주)씨네클럽봉봉미엘"
1615,튀니지의 샬라,,"858,000",0.0%,175,1,4,기타,기타,
1615,메리 포핀스,1975-12-24,"1,225,000",0.0%,175,1,2,미국,미국,
1618,니키타,1990-06-30,"348,000",0.0%,174,1,3,프랑스,프랑스,"(주)제이앤씨미디어그룹,사무엘 골드윈 컴퍼니,(주)팝파트너스"
1618,청년경찰,2017-08-09,"870,000",0.0%,174,1,3,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
1618,조건엄마:슈가맘,2018-11-13,"946,000",0.0%,174,20,25,한국,한국,(주)가온콘텐츠
1618,걸,2021-01-07,"1,740,000",0.0%,174,1,2,독일,독일,(주)리틀빅픽쳐스
1618,북경의 55일,,"399,000",0.0%,174,1,10,미국,미국,
1618,와지브,,"855,000",0.0%,174,1,4,팔레스타인,"팔레스타인,프랑스,독일,콜롬비아,노르웨이,기타,아랍에미리트연합국정부",
1624,여선생2,2018-12-18,"946,000",0.0%,173,20,20,한국,한국,(주)영화사히트
1624,보리수,,"346,000",0.0%,173,1,19,독일,독일,
1624,쾌락 도우미 무삭제,2018-01-18,"964,000",0.0%,173,20,20,한국,한국,노바엔터테인먼트
1624,쾌락의 밀실 무삭제,2018-03-29,"960,000",0.0%,173,20,20,한국,한국,노바엔터테인먼트
