순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
1097,행복을 전하는 편지,2022-04-13,"1,140,570",0.0%,203,9,87,러시아,러시아,(주)히스토리필름
1097,문라이트,2017-02-22,"1,931,400",0.0%,203,1,9,미국,미국,CGV아트하우스
1100,그림자들,,"1,396,000",0.0%,202,1,9,미국,미국,
1100,라이브 플래쉬,1999-10-09,"1,323,000",0.0%,202,2,36,스페인,스페인,"해피송,(주)홈초이스"
1100,절해고도,2023-09-27,"1,260,000",0.0%,202,1,7,한국,한국,"아이 엠,무브먼트"
1100,"조제, 호랑이 그리고 물고기들",2021-03-31,"1,485,530",0.0%,202,3,18,일본,일본,(주)팝엔터테인먼트
1100,개선문,,"435,500",0.0%,202,1,12,미국,미국,
1105,영향 아래 있는 여자,,"1,405,000",0.0%,201,1,8,미국,미국,
1106,애수,,"408,500",0.0%,200,1,15,미국,미국,
1106,시저와 클레오파트라,,"400,000",0.0%,200,1,9,영국,"영국,미국",
1106,미망인,1955-12-10,"1,000,000",0.0%,200,1,2,한국,한국,
1106,피크닉,,"331,000",0.0%,200,1,13,미국,미국,
1106,제3회 충북교육영화제: 2부,,"1,600,000",0.0%,200,1,1,한국,한국,
1106,제3회 충북교육영화제: 3부,,"1,600,000",0.0%,200,1,1,한국,한국,
1106,제3회 충북교육영화제: 4부,,"1,600,000",0.0%,200,1,1,한국,한국,
1106,DIFF2022 개막작,,"1,000,000",0.0%,200,1,2,한국,한국,
1106,DIFF2022 미드나잇 시네마,,"1,000,000",0.0%,200,1,2,한국,한국,
1106,데이 투 다이,2022-07-07,"1,000,000",0.0%,200,5,10,미국,미국,"주식회사 풍경소리,(주)타임앤드스페이스"
1106,피어: 마지막 생존자,2021-12-31,"1,000,000",0.0%,200,1,5,미국,미국,(주)제이브로
1106,행복의 속도,2021-11-18,"1,447,000",0.0%,200,3,25,한국,한국,(주)영화사 진진
1106,어웨이,2021-08-04,"2,000,000",0.0%,200,3,3,기타,기타,(주)씨네필운
1106,아이 캔 스피크,2017-09-21,"2,000,000",0.0%,200,1,4,한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스"
1106,맨체스터 바이 더 씨,2017-02-15,"2,600,000",0.0%,200,1,1,미국,미국,THE 픽쳐스
1121,마당을 나온 암탉,2011-07-28,"1,526,000",0.0%,199,1,5,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
1121,히트,1996-08-10,"1,504,000",0.0%,199,1,2,미국,미국,(주)영화사오원
1123,노바디즈 히어로,,"1,980,000",0.0%,198,1,2,프랑스,"프랑스,벨기에",
1123,흐르다,2023-03-29,"1,102,000",0.0%,198,1,6,한국,한국,M&M 인터내셔널
1125,자유 결혼,1958-10-14,"445,000",0.0%,197,1,22,한국,한국,
1125,미녀와 야수,,"394,000",0.0%,197,1,8,프랑스,프랑스,
1127,달콤한 인생,,"1,152,000",0.0%,195,1,7,이탈리아,"이탈리아,프랑스",
1127,SIPFF2022 한국단편경쟁 3,,"1,950,000",0.0%,195,1,2,한국,한국,
1127,적의 아이들,,"195,000",0.0%,195,3,13,스웨덴,스웨덴,
1127,더 킹,2017-01-18,"1,905,000",0.0%,195,1,3,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
1131,부베의 여인,,"388,000",0.0%,194,1,9,이탈리아,"이탈리아,프랑스",
1131,어떤 휴가,,"341,000",0.0%,194,1,11,미국,미국,
1133,본 투 비 블루,2016-06-09,"1,671,500",0.0%,192,2,19,캐나다,"캐나다,영국,미국",그린나래미디어(주)
1134,황금팔을 가진 사나이,,"429,500",0.0%,191,1,20,미국,미국,
1134,천국에서 무덤까지,2022-04-07,"1,890,800",0.0%,191,12,92,영국,영국,예지림엔터테인먼트
1134,너의 췌장을 먹고 싶어,2018-11-15,"1,424,297",0.0%,191,4,74,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
1137,살인의 추억,2003-04-25,"949,500",0.0%,190,1,3,한국,한국,CJ ENM
1137,태극기 휘날리며,2004-02-05,"1,250,000",0.0%,190,1,1,한국,한국,"(주)다자인소프트,(주)쇼박스"
1137,원한의 도곡리 다리,,"415,000",0.0%,190,1,15,미국,미국,
1137,모자산책,2022-11-17,"950,000",0.0%,190,5,19,한국,한국,하준사
1137,명색이 아프레걸,2022-05-26,"1,886,500",0.0%,190,11,58,한국,한국,(주)케빈앤컴퍼니
1137,밀라노 두오모 콘서트,2022-01-07,"6,469,200",0.0%,190,6,42,이탈리아,이탈리아,일미디어
1143,카라멜,2008-09-04,"189,000",0.0%,189,1,3,프랑스,프랑스,위드시네마
1143,마티,,"378,000",0.0%,189,1,12,미국,미국,
1145,로그북,2021-11-24,"1,992,000",0.0%,188,2,15,한국,한국,시네마 뉴원
1146,오명,,"851,500",0.0%,187,1,10,미국,미국,
1146,하비,,"379,000",0.0%,187,1,12,,,
1146,마지막 일몰,,"374,000",0.0%,187,1,9,미국,미국,
1149,오발탄,1961-04-13,"407,000",0.0%,186,1,20,한국,한국,
1149,겨울 이야기,2023-01-18,"1,674,000",0.0%,186,1,1,한국,한국,"와이드 릴리즈(주),시네마 뉴원"
1149,SIFF2022 단편경쟁1,,"1,488,000",0.0%,186,1,3,한국,한국,
1149,"안도 다다오, 다음 세대를 위하여",,"1,116,000",0.0%,186,2,3,일본,일본,
1153,기인들,,"351,500",0.0%,185,1,10,미국,미국,
1153,공포분자,2020-09-17,"1,435,000",0.0%,185,2,22,기타,기타,(주)에이썸엔터테인먼트
1153,졸업,1971-06-19,"934,066",0.0%,185,2,16,미국,미국,시네마 뉴원
1153,교사형,,"1,307,000",0.0%,185,1,2,일본,일본,
1153,존 웨인의 기병대,,"304,000",0.0%,185,1,10,미국,미국,
1153,SIFF2022 단편경쟁6,,"1,480,000",0.0%,185,1,3,한국,한국,
1153,SISFF2022 국제단편경쟁 1,,"1,110,000",0.0%,185,1,2,기타,기타,
1160,역마차,,"408,000",0.0%,184,1,15,미국,미국,
1160,카르멘,2018-07-01,"1,660,000",0.0%,184,1,8,독일,독일,(주)케빈앤컴퍼니
1160,서울의 지붕 밑,,"337,000",0.0%,184,1,19,한국,한국,
1160,구름은 흘러도,,"468,000",0.0%,184,1,9,한국,한국,
1164,초록물고기,1997-02-07,"1,355,000",0.0%,183,1,3,한국,한국,(주)시네마서비스
1164,7인의 신부,1972-12-24,"386,500",0.0%,183,1,13,미국,미국,
1164,80일간의 세계일주,,"418,000",0.0%,183,1,13,미국,미국,
1164,물비늘,2023-12-06,"1,464,000",0.0%,183,1,3,한국,한국,㈜인디스토리
1168,포크 촙 힐,,"401,500",0.0%,182,1,15,미국,미국,
1169,차이니즈 부키의 죽음,,"1,285,000",0.0%,181,1,8,미국,미국,
1169,곡녀,2022-03-31,"1,616,200",0.0%,181,7,66,한국,한국,시네마 뉴원
1171,독일 영년,,"360,000",0.0%,180,1,12,이탈리아,이탈리아,
1171,이브의 모든 것,,"396,000",0.0%,180,1,22,미국,미국,
1171,레드 씨,2022-12-01,"900,000",0.0%,180,5,18,이집트,이집트,주식회사 루믹스미디어
1171,언더 샤크,2022-07-05,"900,000",0.0%,180,5,18,영국,영국,주식회사 루믹스미디어
1171,웰컴 투 맨체스터,,"1,800,000",0.0%,180,1,1,헝가리,헝가리,
1171,잠입,,"1,800,000",0.0%,180,1,1,덴마크,덴마크,
1171,셀링 이소벨,2022-06-01,"900,000",0.0%,180,5,18,영국,영국,(주)태양미디어그룹
1171,암스테르담 바이스,2022-09-29,"900,000",0.0%,180,5,9,네덜란드,네덜란드,(주)투케이에스픽처스
1171,생츄어리,,"1,440,000",0.0%,180,1,3,한국,한국,(주)시네마달
1171,무녀도,2021-11-24,"1,020,000",0.0%,180,1,27,한국,한국,(주)씨네필운
1181,비밀의 언덕,2023-07-12,"1,432,000",0.0%,179,1,2,한국,한국,(주)엣나인필름
1181,좀비는 좀비끼리 우리는 우리끼리,2022-08-04,"1,414,000",0.0%,179,1,15,한국,한국,필름다빈
1183,스파이형 모델,2022-07-20,"1,130,000",0.0%,178,4,71,한국,한국,주식회사 씨엠닉스
1184,우연히 나는 아름다움의 섬광을 보았다,,"1,301,000",0.0%,177,1,2,미국,미국,
1185,깊고 푸른 밤,1985-03-01,"2,233,300",0.0%,176,5,25,한국,한국,
1185,퀴리부인,,"352,000",0.0%,176,1,9,미국,미국,
1187,할 수 있는 자가 구하라: 인생,,"1,384,500",0.0%,175,1,6,프랑스,프랑스,
1187,참을 수 없는 존재의 하찮음,,"1,050,000",0.0%,175,1,2,칠레,칠레,
1187,휴먼 보이스,,"1,314,000",0.0%,175,1,19,스페인,스페인,찬란
1190,구봉서의 벼락부자,,"398,000",0.0%,174,1,32,한국,한국,
1190,인생,1995-05-27,"959,000",0.0%,174,1,4,중국,중국,
1190,남태평양,1971-08-07,"420,000",0.0%,174,1,13,미국,미국,
1190,신들의 분노,2022-01-20,"912,000",0.0%,174,6,13,폴란드,폴란드,(주)스튜디오디에이치엘
1190,어메이징 레오나르도,,"1,566,000",0.0%,174,1,2,이탈리아,이탈리아,
1190,리투아니아 여행의 추억,,"1,216,000",0.0%,174,1,2,영국,"영국,독일",
1190,나는보리,2020-05-21,"1,276,800",0.0%,174,2,5,한국,한국,(주)영화사 진진
1190,판도라,,"348,000",0.0%,174,1,9,영국,영국,
1198,#해시태그,2022-06-01,"2,205,600",0.0%,173,8,49,한국,한국,(주)더존크리에이티브
1199,밤의 선박,,"1,222,000",0.0%,172,1,2,프랑스,프랑스,
1199,폴란드로 간 아이들,2018-10-31,"1,126,000",0.0%,172,1,3,한국,한국,커넥트픽쳐스(주)
1199,신세계,2013-02-21,"2,544,000",0.0%,172,1,1,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
1202,약속의 땅,,"1,179,000",0.0%,171,1,4,폴란드,폴란드,
1203,한창나이 선녀님,2021-10-20,"850,000",0.0%,170,1,2,한국,한국,(주)트리플픽쳐스
1203,두 사람을 위한 식탁,2023-10-25,"1,360,000",0.0%,170,1,3,한국,한국,필름다빈
1203,우리들,2016-06-16,"992,000",0.0%,170,2,4,한국,한국,(주)엣나인필름
1203,제18회 프라이드스크린 섹션 4. 크로커스,,"1,360,000",0.0%,170,1,2,기타,기타,
1203,제18회 프라이드스크린 섹션 7. 물망초,,"1,360,000",0.0%,170,1,2,한국,한국,
1208,거대한 자유,,"1,690,000",0.0%,169,1,1,오스트리아,"오스트리아 ,독일",
1208,늦더위,,"1,352,000",0.0%,169,1,3,한국,한국,필름다빈
1208,헨리 5세,,"481,000",0.0%,169,1,11,영국,영국,
1208,마미,2014-12-18,"1,857,000",0.0%,169,1,10,캐나다,"캐나다,프랑스",(주)엣나인필름
1208,다가오는 것들,2016-09-29,"1,774,500",0.0%,169,4,23,프랑스,프랑스,찬란
1208,철벽선생,2019-03-14,"1,236,000",0.0%,169,5,50,일본,일본,(주)미디어캐슬
1214,탈옥,,"304,500",0.0%,168,1,10,미국,미국,
1214,바바라,2013-03-21,"958,000",0.0%,168,1,7,독일,독일,"M&M 인터내셔널,(주)영화사 조제"
1214,바다 탐험대 옥토넛 시즌4: 더 파이널,2017-06-01,"1,160,000",0.0%,168,1,23,영국,영국,와이드 릴리즈(주)
1214,성스러운 거미,2023-02-08,"1,773,000",0.0%,168,1,2,덴마크,"덴마크,독일,스웨덴,프랑스",판씨네마(주)
1218,아내가 결혼했다,2008-10-23,"1,336,000",0.0%,167,1,1,한국,한국,CJ ENM
1218,킬빌,2003-11-21,"1,669,000",0.0%,167,1,13,미국,미국,CJ ENM
1218,인크레더블,2004-12-15,"1,336,000",0.0%,167,1,1,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
1218,환상의 빛,2016-07-07,"1,627,000",0.0%,167,2,16,일본,일본,주식회사 씨네룩스
1218,공동경비구역 JSA,2000-09-08,"919,000",0.0%,167,1,4,한국,한국,CJ ENM
1218,영주,2018-11-22,"1,336,000",0.0%,167,1,1,한국,한국,CGV아트하우스
1218,계춘할망,2016-05-19,"1,336,000",0.0%,167,1,1,한국,한국,(주)콘텐츠지오
1225,그녀에게,2003-04-18,"1,584,000",0.0%,166,3,23,스페인,스페인,"판씨네마(주),(주)미로비젼"
1225,말이야 바른 말이지,2023-05-17,"1,328,000",0.0%,166,1,2,한국,한국,서울독립영화제
1225,너의 췌장을 먹고 싶어,2017-10-25,"1,421,698",0.0%,166,4,36,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
1228,미치광이 피에로,,"1,478,500",0.0%,165,1,10,프랑스,"프랑스,이탈리아",
1228,서울인디애니페스트2022 독립보행1,,"1,046,500",0.0%,165,1,2,기타,기타,
1228,인디플렉스 데이 1. 배우 출신 감독전,,"1,473,000",0.0%,165,1,1,한국,한국,
1231,내 친구의 집은 어디인가,1996-08-17,"1,126,000",0.0%,163,1,7,이란,이란,
1231,서울인디애니페스트2022 새벽비행2,,"1,129,000",0.0%,163,1,2,기타,기타,
1233,스틸라이프,2007-06-14,"809,000",0.0%,162,1,4,홍콩,홍콩,위드시네마
1233,아이다,,"5,012,200",0.0%,162,6,16,영국,영국,
1233,어린 의뢰인,2019-05-22,"2,106,000",0.0%,162,1,2,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
1236,열녀문,,"322,000",0.0%,161,1,8,한국,한국,
1236,노인과 바다,,"370,500",0.0%,161,1,18,미국,미국,
1236,하나 그리고 둘,2000-10-28,"1,410,000",0.0%,161,1,13,대만,"대만,일본",(주)리틀빅픽쳐스
1236,서울인디애니페스트2022 새벽비행1,,"992,000",0.0%,161,1,2,기타,기타,
1240,야쿠자 프린세스,2022-12-15,"800,000",0.0%,160,5,8,브라질,브라질,(주)스튜디오디에이치엘
1240,SISFF2022 한국단편경쟁 2,,"960,000",0.0%,160,1,2,한국,한국,
1240,SISFF2022 한국단편경쟁 5,,"960,000",0.0%,160,1,2,기타,기타,
1240,CJ도너스캠프 청소년 문화동아리 SHOWCASE: 방송 부문,,"1,440,000",0.0%,160,1,1,한국,한국,
1240,CJ도너스캠프 청소년 문화동아리 SHOWCASE: 공연 부문,,"1,440,000",0.0%,160,1,1,한국,한국,
1240,CJ도너스캠프 청소년 문화동아리 SHOWCASE: 영화 부문,,"1,440,000",0.0%,160,1,1,한국,한국,
1240,CJ도너스캠프 청소년 문화동아리 SHOWCASE: 음악 부문,,"1,440,000",0.0%,160,1,1,한국,한국,
1240,CJ도너스캠프 청소년 문화동아리 SHOWCASE: 요리 부문,,"1,440,000",0.0%,160,1,1,한국,한국,
1240,"CJ도너스캠프 청소년 문화동아리 SHOWCASE: 패션,뷰티 부문",,"1,440,000",0.0%,160,1,1,한국,한국,
1240,강철비2: 정상회담,2020-07-29,"960,000",0.0%,160,3,3,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
1240,내 사랑,2017-07-12,"1,240,600",0.0%,160,1,12,아일랜드,"아일랜드,캐나다",오드
1251,달기,,"318,000",0.0%,159,1,9,한국,"한국,홍콩",
1251,해운대,2009-07-22,"795,000",0.0%,159,1,3,한국,한국,CJ ENM
1253,김재화 배우전 - 단편모음,,"1,501,500",0.0%,158,6,42,한국,한국,
1253,희망의 요소,2022-12-29,"1,279,000",0.0%,158,5,11,한국,한국,필름다빈
1253,자산어보,2021-03-31,"790,000",0.0%,158,1,2,한국,한국,플러스엠 엔터테인먼트
1256,OK 목장의 결투,,"292,000",0.0%,157,1,16,미국,미국,
1256,세 가지 색 : 블루,1994-04-23,"1,343,000",0.0%,157,1,15,프랑스,프랑스,"(주)영화사 안다미로,㈜영화사 백두대간"
1256,모로코 요리사: 타제카,,"157,000",0.0%,157,1,3,프랑스,"프랑스,모로코",
1259,서신교환 4. 호세 루이스 가린-요나스 메카스,,"1,151,000",0.0%,156,1,2,스페인,스페인,
1259,고양이를 부탁해,2001-10-12,"1,446,000",0.0%,156,2,28,한국,한국,"(주)엣나인필름,(주)시네마서비스"
1259,12명의 성난 사람들,,"312,000",0.0%,156,1,17,미국,미국,
1259,시원찮은 그녀를 위한 육성방법 피날레,2020-02-27,"1,169,000",0.0%,156,2,16,일본,일본,(주)애니플러스
1259,철가면,,"250,000",0.0%,156,1,10,프랑스,"프랑스,이탈리아",
1264,거인,,"308,000",0.0%,154,1,11,미국,미국,
1264,연평해전,2015-06-24,"770,000",0.0%,154,1,1,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
1264,사랑의 스잔나,1976-08-12,"318,000",0.0%,154,1,12,홍콩,홍콩,주식회사 블루필름웍스
1264,행복한 삶의 기록에서 삭제된 부분,,"1,128,000",0.0%,154,1,2,미국,미국,
1268,부산행,2016-07-20,"765,000",0.0%,153,1,3,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
1268,빌리 홀리데이,2021-11-04,"1,362,000",0.0%,153,2,12,미국,미국,(주)디스테이션
1268,레전더리 콘서트: 레너드 번스타인,2021-01-03,"3,281,000",0.0%,153,6,21,독일,독일,(주)케빈앤컴퍼니
1271,해바라기,1982-11-14,"884,000",0.0%,152,1,9,이탈리아,이탈리아,일미디어
1271,알로에베라,,"1,520,000",0.0%,152,1,4,기타,기타,
1271,행복이여 영원하라,,"1,520,000",0.0%,152,1,4,남아프리카공화국,남아프리카공화국,
1271,아이다,,"1,520,000",0.0%,152,1,4,모로코,모로코,
1271,원스 어폰 어 타임 인 우간다,,"1,520,000",0.0%,152,1,4,미국,"미국,기타",
1271,위대한 킬라피,,"1,520,000",0.0%,152,1,4,기타,"기타,브라질,포르투갈",
1271,안녕하세요,,"1,520,000",0.0%,152,1,4,기타,기타,
1271,더 페인팅,,"1,520,000",0.0%,152,1,4,기타,기타,
1271,누라는 꿈꾼다,,"1,520,000",0.0%,152,1,4,기타,"기타,벨기에,프랑스,카타르",
1271,아픈 만큼 사랑한다,2019-04-03,"1,357,000",0.0%,152,1,8,한국,한국,(주)드림팩트엔터테인먼트
1271,메기,2019-09-26,"1,536,000",0.0%,152,1,2,한국,한국,"(주)엣나인필름,CGV아트하우스"
1282,상류사회,,"246,500",0.0%,151,1,10,미국,미국,
1282,분노의 포도,,"385,000",0.0%,151,1,9,미국,미국,
1282,초원의 빛,1972-03-18,"273,000",0.0%,151,1,12,미국,미국,
1282,동에 번쩍 서에 번쩍,,"1,207,500",0.0%,151,1,3,한국,한국,
1286,황야의 귀부인,,"300,000",0.0%,150,1,10,미국,미국,
1286,블라인드 마운틴,,"1,600,000",0.0%,150,1,2,중국,중국,
1286,카틴,,"1,600,000",0.0%,150,1,2,폴란드,폴란드,
1286,바운티 호의 반란,,"403,500",0.0%,150,1,10,미국,미국,
1286,SIFF2022 페스티벌초이스 단편4,,"1,200,000",0.0%,150,1,2,한국,한국,
1286,제16회 안양여성인권영화제 1회차,,"1,200,000",0.0%,150,1,1,한국,한국,
1286,긴급구원 더레스큐,2022-08-11,"750,000",0.0%,150,5,15,중국,중국,(주)에이원엔터테인먼트
1286,BLIFF2022 한국 단편경쟁 2,,"1,600,000",0.0%,150,1,2,한국,한국,
1286,챈스일병의 귀환,,"1,600,000",0.0%,150,1,2,미국,미국,
1286,BLIFF2022 한국 단편경쟁 1,,"1,600,000",0.0%,150,1,2,한국,한국,
1286,태양의 소녀들,2020-10-22,"1,600,000",0.0%,150,1,2,프랑스,프랑스,(주)이수C&E
1286,기도의 힘,2020-04-09,"1,350,000",0.0%,150,1,2,미국,미국,주식회사 더쿱
1298,엘 시드,1971-09-21,"298,000",0.0%,149,1,6,미국,"미국,이탈리아,영국",
1298,록키 호러 픽쳐 쇼,1998-06-20,"1,098,000",0.0%,149,1,3,미국,"미국,영국","(주)팝엔터테인먼트,(주)피터팬픽쳐스"
1298,빅슬립,2023-11-22,"1,192,000",0.0%,149,1,2,한국,한국,찬란
1298,부스럭,,"1,326,000",0.0%,149,1,1,한국,한국,
1302,플립,2017-07-12,"1,912,000",0.0%,148,1,3,미국,미국,(주)팝엔터테인먼트
1302,겨울에 만나,,"1,184,000",0.0%,148,1,2,한국,한국,
1304,5시부터 7시까지의 주희,2023-11-08,"1,176,000",0.0%,147,1,2,한국,한국,"(주)모쿠슈라,㈜인디스토리"
1304,삼진그룹 영어토익반,2020-10-21,"1,070,000",0.0%,147,1,3,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
1304,로그 인 벨지움,2021-12-01,"1,362,300",0.0%,147,3,26,한국,한국,(주)엣나인필름
1304,교토에서 온 편지,2023-12-06,"1,176,000",0.0%,147,1,2,한국,한국,판씨네마(주)
1308,열정,,"985,000",0.0%,146,1,2,스위스,"스위스,프랑스",
1308,타이페이 스토리,2019-11-07,"1,060,500",0.0%,146,2,21,대만,대만,(주)드림팩트엔터테인먼트
1308,사하라,,"292,000",0.0%,146,1,12,미국,미국,
1308,러브 액츄얼리,2003-12-05,"1,623,970",0.0%,146,3,19,미국,"미국,영국","(주)제이앤씨미디어그룹,와이드 릴리즈(주),UIP코리아,(유)조이앤시네마"
1312,시월애,2000-09-09,"1,439,000",0.0%,145,1,9,한국,한국,브에나비스타인터내셔널코리아
1313,햄릿,,"298,000",0.0%,144,1,6,영국,영국,
1313,현기증,,"319,000",0.0%,144,1,9,미국,미국,(주)영화사 안다미로
1313,백야,,"532,500",0.0%,144,1,9,이탈리아,이탈리아,
1313,SIPFF2022 한국단편경쟁 4,,"1,440,000",0.0%,144,1,2,한국,한국,
1313,천국의 그림자,,"1,007,000",0.0%,144,1,6,핀란드,핀란드,
1313,뱅드림! 필름 라이브,2019-09-26,"1,315,500",0.0%,144,5,23,일본,일본,(주)애니플러스
1319,궁지에 몰린 쥐는 치즈 꿈을 꾼다,2023-02-08,"1,110,000",0.0%,143,1,7,일본,일본,홀리가든
1319,희수,2022-12-15,"1,109,500",0.0%,143,5,48,한국,한국,영화사 정원
1319,행복한 라짜로,2019-06-20,"1,174,000",0.0%,143,1,16,이탈리아,이탈리아,주식회사 슈아픽처스
1319,구멍,,"968,000",0.0%,143,1,2,프랑스,"프랑스,이탈리아",
1319,마태복음,2005-09-01,"927,000",0.0%,143,2,6,이탈리아,이탈리아,씨네마오병이어(주)
1319,잉글리쉬 페이션트,1997-03-15,"689,500",0.0%,143,1,3,미국,미국,(주)영화사오원
1325,버닝,2018-05-17,"1,195,000",0.0%,142,1,2,한국,한국,CGV아트하우스
1325,무뢰한,2015-05-27,"2,098,000",0.0%,142,1,1,한국,한국,CGV아트하우스
1327,문라이즈 킹덤,2013-01-31,"1,342,000",0.0%,141,2,17,미국,미국,(주)영화사 진진
1327,레드 리버,,"356,500",0.0%,141,1,8,미국,미국,
1327,SIFF2022 심야상영 밤새 GO,,"2,115,000",0.0%,141,1,1,한국,한국,
1327,신경쇠약 직전의 여자,1991-06-22,"976,000",0.0%,141,3,13,스페인,스페인,"해피송,(주)홈초이스"
1327,꼭대기 방,,"302,000",0.0%,141,1,7,영국,영국,
1332,흑기사,1973-10-24,"258,000",0.0%,140,1,9,미국,미국,
1332,라 붐,2013-10-24,"1,166,000",0.0%,140,5,20,프랑스,프랑스,(주)앤드플러스미디어웍스
1332,페이퍼맨,,"1,075,500",0.0%,140,1,5,한국,한국,
1332,이어지는 땅,2024-01-10,"1,120,000",0.0%,140,1,3,한국,한국,필름다빈
1332,브릭스턴 테일,2022-03-22,"700,000",0.0%,140,5,14,영국,영국,(주)드림팩트엔터테인먼트
1337,자전거 도둑,2023-04-26,"1,024,000",0.0%,139,1,8,이탈리아,이탈리아,일미디어
1337,데미트리아스,1977-02-18,"250,000",0.0%,139,1,10,미국,미국,
1337,밥정,2020-10-07,"489,000",0.0%,139,1,33,한국,한국,(주)엣나인필름
1337,우리집,2019-08-22,"1,112,000",0.0%,139,1,2,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
1337,성난 파도,,"278,000",0.0%,139,1,13,미국,미국,
1342,나트얌,,"138,000",0.0%,138,1,1,인도,인도,
1342,대명금의위,2022-04-06,"258,000",0.0%,138,5,108,중국,중국,(유)조이앤시네마
1342,누벨바그,,"934,000",0.0%,138,1,2,스위스,스위스,
1345,아이 엠 러브,2011-01-20,"1,438,000",0.0%,137,1,10,이탈리아,이탈리아,"(주)영화사 진진,(주)영화사 조제"
1345,JLG/JLG 고다르의 자화상 특별전-JLG/JLG: 고다르의 자화상,,"921,000",0.0%,137,1,2,프랑스,프랑스,
1345,우리들의 낙원,,"302,000",0.0%,137,1,13,미국,미국,
1345,오만과 편견,,"424,000",0.0%,137,1,12,미국,미국,
1345,라이어×라이어,2022-10-17,"908,200",0.0%,137,5,54,일본,일본,(주)미디어캐슬
1345,안나의 랑데부,,"944,000",0.0%,137,1,4,프랑스,"프랑스,벨기에,독일",
1345,소공녀,2018-03-22,"1,144,000",0.0%,137,1,13,한국,한국,CGV아트하우스
1352,백주의 결투,,"235,000",0.0%,136,1,7,미국,미국,
1352,조이랜드,2023-12-13,"1,360,000",0.0%,136,1,2,기타,기타,주식회사 슈아픽처스
1352,서울인디애니페스트2022 독립보행2,,"861,500",0.0%,136,1,2,기타,기타,
1352,송해 1927,2021-11-18,"903,000",0.0%,136,12,64,한국,한국,(주)스튜디오디에이치엘
1356,황야의 역마차,,"339,000",0.0%,135,1,6,미국,미국,
1356,바이킹,,"187,000",0.0%,135,1,13,미국,미국,
1356,하이힐,1992-06-20,"845,000",0.0%,135,2,19,스페인,스페인,"해피송,(주)홈초이스"
1356,카르멘 존스,,"270,000",0.0%,135,1,9,미국,미국,
1356,나비부인,,"4,241,400",0.0%,135,6,16,영국,영국,(주)위즈온센
1356,SISFF2022 한국단편경쟁 6,,"810,000",0.0%,135,1,2,한국,한국,
1356,오렌지필름 기획전 - 지그재그,,"864,000",0.0%,135,2,5,한국,한국,
1356,밤과 낮 사이,,"270,000",0.0%,135,1,12,이탈리아,"이탈리아,미국",
1364,잔다르크,,"268,000",0.0%,134,1,14,미국,미국,
1364,흑과 백,,"306,000",0.0%,134,1,9,미국,미국,
1364,제이오원 더 무비 - 고 투 더 탑-,2022-12-11,"2,680,000",0.0%,134,2,2,일본,일본,씨제이 씨지브이(CJ CGV)(주)
1367,실버라이닝 플레이북,2013-02-14,"953,500",0.0%,133,1,3,미국,미국,(주)나이너스엔터테인먼트
1367,부르주아의 은밀한 매력,,"891,000",0.0%,133,1,2,프랑스,"프랑스,스페인",
1367,몽키 비지니스,,"266,000",0.0%,133,1,13,미국,미국,
1367,어웨이크,2022-12-16,"922,898",0.0%,133,4,47,일본,일본,(주)미디어캐슬
1367,DIFF2022 경쟁11,,"760,000",0.0%,133,1,2,한국,한국,
1367,미나리,2021-03-03,"688,000",0.0%,133,1,14,미국,미국,판씨네마(주)
1367,영원한 휴가,,"1,150,000",0.0%,133,1,15,미국,미국,(주)영화사 안다미로
1367,나폴레옹과 데지레,,"266,000",0.0%,133,1,9,미국,미국,
1367,아리엘,,"919,000",0.0%,133,1,7,핀란드,핀란드,
1367,오셀로,,"517,500",0.0%,133,1,7,미국,미국,
1377,이 생명 다하도록,,"267,000",0.0%,132,1,19,한국,한국,
1377,우정어린 설복,,"338,000",0.0%,132,1,10,미국,미국,
1377,아수란,,"132,000",0.0%,132,1,1,인도,인도,
1377,무지의 밤,,"945,000",0.0%,132,1,2,인도,"인도,프랑스",
1377,키아로스타미 중단편 모음,,"942,000",0.0%,132,1,3,이란,이란,
1377,오징어 노동조합,,"924,000",0.0%,132,1,6,핀란드,핀란드,
1377,운디네,2020-12-24,"847,000",0.0%,132,1,8,독일,독일,M&M 인터내셔널
1377,비밀의 정원,2021-04-08,"1,587,000",0.0%,132,1,1,한국,한국,필름다빈
1385,하나비,1998-12-05,"1,380,000",0.0%,131,1,3,일본,일본,
1385,현재,,"373,000",0.0%,131,1,4,헝가리,헝가리,
1385,파드마바트,,"131,000",0.0%,131,1,1,인도,인도,
