순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
1,범죄도시2,2022-05-18,"131,297,440,478",11.3%,"12,693,302","2,521","355,767",한국,한국,"주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트"
2,탑건: 매버릭,2022-06-22,"87,855,360,975",7.6%,"8,177,446","1,975","249,415",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
3,아바타: 물의 길,2022-12-14,"90,296,839,202",7.8%,"7,313,149","2,809","152,626",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
4,한산: 용의 출현,2022-07-27,"73,700,628,377",6.4%,"7,264,934","2,223","217,713",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
5,공조2: 인터내셔날,2022-09-07,"70,916,352,586",6.1%,"6,982,840","2,389","275,814",한국,한국,(주)씨제이이엔엠
6,닥터 스트레인지: 대혼돈의 멀티버스,2022-05-04,"62,648,728,870",5.4%,"5,884,587","2,691","211,097",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
7,헌트,2022-08-10,"44,600,858,153",3.8%,"4,352,390","1,625","170,963",한국,한국,플러스엠 엔터테인먼트
8,올빼미,2022-11-23,"31,769,067,550",2.7%,"3,222,767","1,541","142,130",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
9,쥬라기 월드: 도미니언,2022-06-01,"29,237,071,310",2.5%,"2,837,410","2,218","86,427",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
10,마녀(魔女) Part2. The Other One,2022-06-15,"28,922,488,670",2.5%,"2,806,501","1,796","94,940",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
11,토르: 러브 앤 썬더,2022-07-06,"29,505,081,721",2.5%,"2,716,306","2,143","107,527",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
12,미니언즈2,2022-07-20,"21,999,556,172",1.9%,"2,269,024","1,394","78,960",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
13,블랙 팬서: 와칸다 포에버,2022-11-09,"22,203,069,405",1.9%,"2,105,641","2,571","121,601",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
14,비상선언,2022-08-03,"20,927,363,328",1.8%,"2,058,869","1,734","73,045",한국,한국,(주)쇼박스
15,스파이더맨: 노 웨이 홈,2021-12-15,"19,496,498,450",1.7%,"1,991,050","2,162","131,941",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
16,육사오(6/45),2022-08-24,"19,791,166,880",1.7%,"1,980,769","1,339","105,933",한국,한국,"(주)홈초이스,(주)싸이더스"
17,헤어질 결심,2022-06-29,"19,642,291,589",1.7%,"1,893,954","1,374","79,620",한국,한국,(주)씨제이이엔엠
18,외계+인 1부,2022-07-20,"15,995,553,548",1.4%,"1,539,362","1,959","68,414",한국,한국,(주)씨제이이엔엠
19,영웅,2022-12-21,"14,534,225,323",1.3%,"1,487,679","1,314","45,482",한국,한국,(주)씨제이이엔엠
20,해적: 도깨비 깃발,2022-01-26,"12,523,963,990",1.1%,"1,339,242","1,708","117,320",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
21,브로커,2022-06-08,"12,586,786,030",1.1%,"1,261,131","1,594","66,203",한국,한국,(주)씨제이이엔엠
22,신비한 동물들과 덤블도어의 비밀,2022-04-13,"12,305,198,580",1.1%,"1,195,441","2,207","106,090",미국,미국,워너브러더스 코리아(주)
23,인생은 아름다워,2022-09-28,"10,898,038,019",0.9%,"1,171,602","1,285","106,970",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
24,더 배트맨,2022-03-01,"9,339,130,700",0.8%,"904,238","2,370","97,370",미국,미국,워너브러더스 코리아(주)
25,데시벨,2022-11-16,"8,846,169,146",0.8%,"900,654","1,152","55,336",한국,한국,(주)마인드마크
26,정직한 후보2,2022-09-28,"8,446,139,162",0.7%,"899,684","1,318","77,220",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
27,씽2게더,2022-01-05,"8,193,478,050",0.7%,"885,067","1,251","72,580",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
28,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,2022-09-28,"8,363,867,924",0.7%,"836,665",873,"41,965",일본,일본,(주)씨제이이엔엠
29,블랙 아담,2022-10-19,"8,040,723,608",0.7%,"779,485","1,524","77,116",미국,미국,워너브러더스 코리아(주)
30,킹메이커,2022-01-26,"7,318,959,610",0.6%,"775,968","1,185","80,072",한국,한국,플러스엠 엔터테인먼트
31,자백,2022-10-26,"7,352,559,230",0.6%,"738,120","1,115","78,568",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
32,언차티드,2022-02-16,"7,116,304,100",0.6%,"730,924","1,536","77,036",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
33,경관의 피,2022-01-05,"6,687,389,520",0.6%,"679,503","1,187","57,409",한국,한국,(주)에이스메이커무비웍스
34,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2022-11-30,"6,750,156,802",0.6%,"662,397",439,"20,340",일본,일본,"(주)바이포엠스튜디오,홀리가든"
35,극장판 주술회전 0,2022-02-17,"6,602,758,252",0.6%,"662,099",843,"66,699",일본,일본,(주)대교 미디어콘텐츠사업본부
36,압꾸정,2022-11-30,"5,722,751,661",0.5%,"608,197","1,229","47,408",한국,한국,(주)쇼박스
37,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,2022-06-01,"5,477,045,710",0.5%,"581,216",809,"14,101",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
38,이상한 나라의 수학자,2022-03-09,"5,045,184,520",0.4%,"534,287","1,357","72,424",한국,한국,(주)쇼박스
39,명탐정 코난: 할로윈의 신부,2022-07-13,"5,119,750,724",0.4%,"490,868",758,"19,422",일본,일본,(주)씨제이이엔엠
40,동감,2022-11-16,"4,755,257,700",0.4%,"490,145","1,013","37,451",한국,한국,씨제이 씨지브이(CJ CGV)(주)
41,모비우스,2022-03-30,"4,669,517,390",0.4%,"475,928","1,696","71,160",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
42,늑대사냥,2022-09-21,"4,769,650,393",0.4%,"458,720","1,226","39,242",한국,한국,"TCO(주)더콘텐츠온,씨제이 씨지브이(CJ CGV)(주)"
43,뽀로로 극장판 드래곤캐슬 대모험,2022-07-28,"4,192,060,075",0.4%,"447,710",748,"17,846",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
44,특송,2022-01-12,"4,172,193,200",0.4%,"443,177",996,"48,006",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
45,니 부모 얼굴이 보고 싶다,2022-04-27,"3,949,569,280",0.3%,"416,523","1,008","39,190",한국,한국,(주)마인드마크
46,놉,2022-08-17,"4,709,541,135",0.4%,"415,969","1,031","31,744",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
47,리멤버,2022-10-26,"3,969,817,717",0.3%,"412,778","1,189","51,985",한국,한국,(주)에이스메이커무비웍스
48,킹스맨: 퍼스트 에이전트,2021-12-22,"4,159,334,510",0.4%,"406,904",913,"27,268",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
49,배드 가이즈,2022-05-04,"3,781,458,170",0.3%,"400,329",844,"22,867",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
50,뜨거운 피,2022-03-23,"3,782,750,970",0.3%,"398,090","1,279","53,956",한국,한국,"(주)스튜디오디에이치엘,(주)키다리스튜디오"
51,신비아파트 극장판 차원도깨비와 7개의 세계,2022-12-14,"3,417,319,076",0.3%,"356,783",686,"12,996",한국,한국,(주)씨제이이엔엠
52,에브리씽 에브리웨어 올 앳 원스,2022-10-12,"3,787,226,770",0.3%,"356,048",620,"29,220",미국,미국,워터홀컴퍼니(주)
53,버즈 라이트이어,2022-06-15,"3,511,804,460",0.3%,"344,774",844,"21,869",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
54,탄생,2022-11-30,"3,027,962,441",0.3%,"335,938",690,"20,129",한국,한국,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트"
55,그대가 조국,2022-05-25,"3,110,252,870",0.3%,"333,633",601,"11,222",한국,한국,(주)엣나인필름
56,수퍼 소닉2,2022-04-06,"2,849,033,410",0.2%,"315,288","1,129","27,105",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
57,DC 리그 오브 슈퍼-펫,2022-08-10,"2,322,641,159",0.2%,"248,798",585,"13,069",미국,미국,워너브러더스 코리아(주)
58,나일 강의 죽음,2022-02-09,"2,242,081,480",0.2%,"232,883","1,041","34,168",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
59,아바타 리마스터링,2022-09-21,"3,895,090,540",0.3%,"230,712",285,"9,881",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
60,극장판 헬로카봇: 수상한 마술단의 비밀,2022-09-28,"2,140,400,817",0.2%,"228,380",790,"12,678",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
61,문폴,2022-03-16,"1,962,767,300",0.2%,"195,344","1,174","32,497",미국,미국,(주)누리픽쳐스
62,극장판 뽀로로와 친구들: 바이러스를 없애줘!,2022-12-01,"1,740,432,400",0.2%,"193,344",380,"8,605",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
63,원피스 필름 레드,2022-11-30,"2,060,258,368",0.2%,"192,703",550,"14,265",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
64,오펀: 천사의 탄생,2022-10-12,"1,808,701,476",0.2%,"177,871",707,"20,178",미국,미국,메가박스중앙(주)
65,극장판 엄마 까투리: 도시로 간 까투리 가족,2022-09-08,"1,597,219,099",0.1%,"172,165",616,"9,318",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
66,앵커,2022-04-20,"1,651,791,610",0.1%,"171,255","1,032","26,638",한국,한국,(주)에이스메이커무비웍스
67,공기살인,2022-04-22,"1,473,339,250",0.1%,"158,265",756,"20,626",한국,한국,"TCO(주)더콘텐츠온,씨제이 씨지브이(CJ CGV)(주)"
68,극장판 엉덩이 탐정: 수플레 섬의 비밀,2022-05-05,"1,410,099,740",0.1%,"152,768",770,"8,741",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
69,젠틀맨,2022-12-28,"1,421,084,655",0.1%,"152,558",751,"9,229",한국,한국,플러스엠 엔터테인먼트
70,불릿 트레인,2022-08-24,"1,554,615,073",0.1%,"143,620",904,"19,957",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
71,하우스 오브 구찌,2022-01-12,"1,415,538,730",0.1%,"143,619",734,"16,261",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
72,웨스트 사이드 스토리,2022-01-12,"1,225,528,640",0.1%,"122,706",754,"15,317",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
73,해피 뉴 이어,2021-12-29,"1,183,820,530",0.1%,"122,596",771,"11,274",한국,한국,"(주)씨제이이엔엠,주식회사 티빙"
74,극장판 안녕 자두야: 제주도의 비밀,2022-01-27,"1,071,861,980",0.1%,"121,648",618,"13,714",한국,한국,(주)씨제이이엔엠
75,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,2022-12-22,"1,093,855,619",0.1%,"118,023",626,"4,937",기타,기타,메가박스중앙(주)
76,앰뷸런스,2022-04-06,"1,156,403,110",0.1%,"117,512","1,033","23,386",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
77,로스트 시티,2022-04-20,"1,023,084,850",0.1%,"113,186",835,"19,963",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
78,서울괴담,2022-04-27,"1,076,281,490",0.1%,"112,725",474,"9,027",한국,한국,플러스엠 엔터테인먼트
79,스트레인지 월드,2022-11-23,"966,234,831",0.1%,"112,651",699,"8,462",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
80,블랙폰,2022-09-07,"1,085,449,042",0.1%,"107,715",495,"10,809",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
81,스마일,2022-10-06,"1,124,306,658",0.1%,"105,651",455,"7,659",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
82,엘비스,2022-07-13,"1,076,370,628",0.1%,"99,084",665,"9,741",미국,미국,워너브러더스 코리아(주)
83,스텔라,2022-04-06,"871,870,300",0.1%,"97,312",690,"17,698",한국,한국,씨제이 씨지브이(CJ CGV)(주)
84,안테벨룸,2022-02-23,"899,691,250",0.1%,"95,983",638,"14,011",미국,미국,(주)올스타엔터테인먼트
85,폴: 600미터,2022-11-16,"824,947,338",0.1%,"83,270",463,"7,850",영국,"영국,미국",(주)스튜디오디에이치엘
86,스펜서,2022-03-16,"782,912,830",0.1%,"83,152",730,"16,511",영국,영국,"(주)영화특별시에스엠씨,그린나래미디어(주)"
87,바다 탐험대 옥토넛 : 탐험선 대작전,2022-08-11,"746,170,950",0.1%,"79,113",241,"4,327",영국,영국,와이드 릴리즈(주)
88,인민을 위해 복무하라,2022-02-23,"709,334,190",0.1%,"79,105",598,"12,221",한국,한국,(주)제이앤씨미디어그룹
89,알라딘,2019-05-23,"881,411,000",0.1%,"74,150",39,"2,599",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
90,듄,2021-10-20,"1,065,568,860",0.1%,"73,786",78,"2,327",미국,미국,워너브러더스 코리아(주)
91,프레이 포 더 데블,2022-12-07,"707,624,477",0.1%,"70,202",517,"7,183",미국,미국,(주)올스타엔터테인먼트
92,리미트,2022-08-31,"637,399,902",0.1%,"68,097",687,"13,037",한국,한국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹"
93,대무가,2022-10-12,"571,289,256",0.0%,"63,431",587,"9,838",한국,한국,"판씨네마(주),(주)케이티알파"
94,극장판 5등분의 신부,2022-09-22,"671,267,500",0.1%,"62,223",91,"2,614",일본,일본,(주)애니플러스
95,엔시티 드림 더 무비 : 인 어 드림,2022-11-30,"1,239,999,100",0.1%,"62,018",103,"2,445",한국,한국,씨제이포디플렉스 주식회사
96,빅샤크4: 바다공룡 대모험,2022-07-06,"542,563,280",0.0%,"61,783",455,"3,300",중국,중국,와이드 릴리즈(주)
97,드라이브 마이 카,2021-12-23,"578,148,766",0.0%,"61,597",92,"5,192",일본,일본,(주)트리플픽쳐스
98,더 킬러: 죽어도 되는 아이,2022-07-13,"601,780,660",0.1%,"60,175",314,"4,090",한국,한국,"(주)아이에이치큐,(주)영화사 륙,(주)씨네필운"
99,티켓 투 파라다이스,2022-10-12,"574,492,108",0.0%,"60,171",581,"9,663",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
100,시맨틱 에러: 더 무비,2022-08-31,"656,057,000",0.1%,"59,314",57,"1,269",한국,한국,주식회사 왓챠
101,본즈 앤 올,2022-11-30,"609,027,948",0.1%,"58,181",356,"6,077",미국,미국,워너브러더스 코리아(주)
102,고고다이노 극장판: 얼음공룡의 비밀,2022-10-05,"493,898,813",0.0%,"54,143",531,"4,926",한국,한국,"(주)넥스트엔터테인먼트월드(NEW),(주)블루라벨픽쳐스"
103,인생은 뷰티풀: 비타돌체,2022-09-07,"1,667,323,500",0.1%,"52,969",107,"1,540",한국,한국,"씨제이 씨지브이(CJ CGV)(주),씨제이포디플렉스 주식회사"
104,아인보: 아마존의 전설,2022-10-26,"397,326,479",0.0%,"51,683",401,"3,240",페루,"페루,네덜란드,미국",(주)디스테이션
105,컴백홈,2022-10-05,"455,749,079",0.0%,"51,404",603,"8,970",한국,한국,(주)제이앤씨미디어그룹
106,355,2022-02-09,"418,026,590",0.0%,"49,098",540,"9,796",미국,미국,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹"
107,나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,2022-03-09,"471,587,590",0.0%,"48,436",459,"5,557",일본,일본,(주)스마일이엔티
108,세븐틴 파워 오브 러브 : 더 무비,2022-04-20,"967,402,500",0.1%,"48,383",151,"2,897",한국,한국,"씨제이포디플렉스 주식회사,CGV ICECON"
109,극장판 도라에몽: 진구의 우주소전쟁 리틀스타워즈 2021,2022-08-03,"444,546,198",0.0%,"48,098",389,"3,718",일본,일본,(주)스마일이엔티
110,사랑할 땐 누구나 최악이 된다,2022-08-25,"469,596,171",0.0%,"46,201",80,"3,015",노르웨이,노르웨이,"그린나래미디어(주),(주)하이스트레인저"
111,루이스 웨인: 사랑을 그린 고양이 화가,2022-04-06,"414,715,110",0.0%,"44,162",530,"9,926",미국,미국,(주)씨제이이엔엠
112,귀못,2022-10-19,"358,073,700",0.0%,"42,342",208,"4,441",한국,한국,와이드 릴리즈(주)
113,나의 촛불,2022-02-10,"405,835,950",0.0%,"42,123",294,"4,337",한국,한국,트윈플러스파트너스(주)
114,"어쩌다 공주, 닭냥이 왕자를 부탁해!",2022-09-08,"386,597,280",0.0%,"41,049",306,"2,375",프랑스,프랑스,(주)팝엔터테인먼트
115,핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전,2022-12-21,"380,725,121",0.0%,"40,774",432,"2,763",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
116,나이트메어 앨리,2022-02-23,"401,511,820",0.0%,"40,679",461,"6,400",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
117,애프터 양,2022-06-01,"389,758,300",0.0%,"40,233",161,"3,284",미국,미국,"(주)영화특별시에스엠씨,주식회사 왓챠"
118,극장판 귀멸의 칼날: 무한열차편,2021-01-27,"361,857,120",0.0%,"37,249",299,"4,156",일본,일본,워터홀컴퍼니(주)
119,민스미트 작전,2022-05-11,"346,200,480",0.0%,"36,984",459,"6,632",미국,미국,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹"
120,어나더 라운드,2022-01-19,"336,856,354",0.0%,"36,299",175,"3,447",기타,기타,(주)엣나인필름
121,배니싱: 미제사건,2022-03-30,"306,869,110",0.0%,"36,253",561,"7,966",프랑스,프랑스,"(주)스튜디오 산타클로스엔터테인먼트,(주)제이앤씨미디어그룹"
122,"아치의 노래, 정태춘",2022-05-18,"333,236,210",0.0%,"35,094",149,"2,639",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
123,뒤틀린 집,2022-07-13,"331,549,100",0.0%,"34,886",156,"2,128",한국,한국,(주)스튜디오디에이치엘
124,봄날,2022-04-27,"239,876,830",0.0%,"34,236",455,"5,615",한국,한국,(주)콘텐츠판다
125,스페이스 키드: 우주에서 살아남기,2022-12-07,"261,690,350",0.0%,"33,866",290,"1,680",프랑스,프랑스,"그린나래미디어(주),(주)인터파크"
126,스파이더맨: 노 웨이 홈 '펀버전',2022-10-05,"363,383,731",0.0%,"33,071",347,"5,115",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
127,썸머 필름을 타고!,2022-07-20,"312,069,026",0.0%,"33,011",65,"2,408",일본,일본,"(주)싸이더스,(주)블루라벨픽쳐스"
128,더 메뉴,2022-12-07,"320,680,200",0.0%,"31,360",177,"3,916",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
129,클리포드 더 빅 레드 독,2022-01-12,"267,143,090",0.0%,"30,248",356,"3,420",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
130,그레이 맨,2022-07-13,"277,286,160",0.0%,"29,844",220,"2,936",미국,미국,씨제이 씨지브이(CJ CGV)(주)
131,극장판 윌벤져스 : 수상한 캠핑 대소동,2022-06-23,"293,037,800",0.0%,"29,432",110,"1,097",한국,한국,(주)대교 미디어콘텐츠사업본부
132,중경삼림,1995-09-02,"276,044,020",0.0%,"28,876",120,"2,437",홍콩,홍콩,(주)디스테이션
133,극장판 바다 탐험대 옥토넛 : 해저동굴 대탈출,2022-02-17,"239,098,800",0.0%,"28,703",236,"3,906",영국,영국,와이드 릴리즈(주)
134,양자경의 더 모든 날 모든 순간,2022-11-23,"291,016,371",0.0%,"27,325",63,"1,872",미국,미국,워터홀컴퍼니(주)
135,쥬라기캅스 극장판: 공룡시대 대모험,2022-09-07,"245,577,088",0.0%,"26,805",453,"2,984",한국,한국,플러스엠 엔터테인먼트
136,우연과 상상,2022-05-04,"258,190,440",0.0%,"26,195",56,"2,481",일본,일본,"그린나래미디어(주),(주)영화사 안다미로"
137,안녕하세요,2022-05-25,"186,265,360",0.0%,"25,450",297,"2,792",한국,한국,(주)디스테이션
138,블랙라이트,2022-03-09,"228,699,190",0.0%,"25,401",521,"6,048",미국,미국,(주)퍼스트런
139,신 에반게리온 극장판,2022-10-05,"285,487,800",0.0%,"25,217",93,"2,022",일본,일본,(주)라이크콘텐츠
140,시라노,2022-02-23,"203,932,200",0.0%,"24,751",195,"3,688",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
141,레지던트 이블: 라쿤시티,2022-01-19,"216,277,970",0.0%,"24,722",276,"4,927",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
142,큐어,2022-07-06,"258,162,969",0.0%,"24,507",55,"1,669",일본,일본,M&M 인터내셔널
143,고속도로 가족,2022-11-02,"196,624,100",0.0%,"24,489",222,"4,176",한국,한국,씨제이 씨지브이(CJ CGV)(주)
144,극장판 검정고무신 : 즐거운 나의 집,2022-10-06,"219,406,100",0.0%,"24,465",232,"2,146",한국,한국,"(주)대교 미디어콘텐츠사업본부,(주)블루라벨픽쳐스"
145,어부바,2022-05-11,"188,918,470",0.0%,"24,308",327,"3,509",한국,한국,(주)트리플픽쳐스
146,만년이 지나도 변하지 않는 게 있어,2022-02-09,"204,705,110",0.0%,"24,278",297,"3,281",대만,대만,"그린나래미디어(주),(주)영화사벌집"
147,크리스마스 캐럴,2022-12-07,"227,011,380",0.0%,"24,235",410,"4,255",한국,한국,(주)디스테이션
148,카시오페아,2022-06-01,"211,378,300",0.0%,"24,207",175,"1,856",한국,한국,(주)트리플픽쳐스
149,뿌까의 짜장면파티,2022-07-04,"143,231,500",0.0%,"23,741",34,577,한국,한국,(주)에픽캔
150,유포자들,2022-11-23,"154,485,500",0.0%,"23,682",123,"1,987",한국,한국,와이드 릴리즈(주)
151,스위치,2023-01-04,"220,588,884",0.0%,"23,148",412,626,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
152,비욘드라이브 더 무비 : 엔시티 레조넌스,2022-01-12,"341,407,500",0.0%,"22,726",34,525,한국,한국,씨제이 씨지브이(CJ CGV)(주)
153,매트릭스: 리저렉션,2021-12-22,"198,212,640",0.0%,"22,413",379,"2,147",미국,미국,워너브러더스 코리아(주)
154,귀멸의 칼날: 아사쿠사 편,2022-08-25,"231,532,500",0.0%,"22,388",124,"2,145",일본,일본,(주)박수엔터테인먼트
155,말임씨를 부탁해,2022-04-13,"160,684,570",0.0%,"21,303",197,"2,196",한국,한국,(주)씨네필운
156,리코리쉬 피자,2022-02-16,"214,538,700",0.0%,"21,277",222,"3,656",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
157,극장판 소드 아트 온라인 -프로그레시브- 짙은 어둠의 스케르초,2022-11-10,"234,412,900",0.0%,"21,241",89,"1,752",일본,일본,(주)애니플러스
158,몬스터 신부: 101번째 프로포즈,2022-12-28,"190,485,000",0.0%,"21,038",226,"1,026",헝가리,"헝가리,러시아",와이드 릴리즈(주)
159,프린세스 아야,2022-09-21,"162,670,896",0.0%,"20,761",348,"2,347",한국,한국,씨제이 씨지브이(CJ CGV)(주)
160,엄마,2022-05-11,"169,848,800",0.0%,"19,485",190,"2,703",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
161,한산 리덕스,2022-11-16,"169,259,176",0.0%,"19,314",202,"2,764",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
162,프로메어,2022-10-20,"211,465,209",0.0%,"19,043",63,"1,377",일본,일본,(주)영화사 그램
163,체리마호: 30살까지 동정이면 마법사가 될 수 있대,2022-07-13,"164,468,600",0.0%,"18,530",56,"1,287",일본,일본,(주)영화사 그램
164,프리! 더 파이널 스트로크 후편,2022-06-30,"188,961,979",0.0%,"18,526",83,"1,435",일본,일본,(주)애니플러스
165,드래곤볼 슈퍼: 슈퍼 히어로,2022-09-14,"200,760,639",0.0%,"18,387",360,"4,289",일본,일본,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
166,니얼굴,2022-06-23,"163,325,600",0.0%,"18,346",65,"1,429",한국,한국,(주)영화사 진진
167,몬스터 아카데미,2022-04-27,"146,864,000",0.0%,"17,216",209,"1,475",기타,기타,와이드 릴리즈(주)
168,광대: 소리꾼,2022-02-24,"130,972,770",0.0%,"17,143",116,"1,062",한국,한국,트윈플러스파트너스(주)
169,룸 쉐어링,2022-06-22,"137,609,480",0.0%,"17,094",122,"1,565",한국,한국,"주식회사 엔픽플,트윈플러스파트너스(주)"
170,컴온 컴온,2022-06-30,"155,268,500",0.0%,"16,956",113,"2,011",미국,미국,(주)스튜디오디에이치엘
171,인터스텔라,2014-11-06,"235,407,500",0.0%,"16,283",20,350,미국,"미국,영국",워너브러더스 코리아(주)
172,극장판 살아남기 시리즈: 인체에서 살아남기,2022-08-10,"149,305,000",0.0%,"15,892",174,"1,595",일본,일본,(주)씨제이이엔엠
173,몬스터 싱어: 매직 인 파리,2022-05-26,"129,507,720",0.0%,"15,307",266,"1,377",프랑스,프랑스,(주)다날엔터테인먼트
174,메리 미,2022-03-16,"99,754,800",0.0%,"15,164",179,"1,944",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
175,우리가 사랑이라고 믿는 것,2022-02-24,"138,191,530",0.0%,"15,012",44,"1,562",영국,영국,(주)티캐스트
176,코다,2021-08-31,"131,165,060",0.0%,"14,948",64,"1,855",프랑스,프랑스,판씨네마(주)
177,가재가 노래하는 곳,2022-11-02,"148,315,289",0.0%,"14,921",264,"3,212",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
178,러브레터,1999-11-20,"151,845,017",0.0%,"14,620",49,880,일본,일본,"주식회사 왓챠,와이드 릴리즈(주),(주)제이앤씨미디어그룹,(유)조이앤시네마,(주)팝엔터테인먼트"
179,헤이지니&럭키강이 비밀의 문,2022-12-01,"133,990,363",0.0%,"14,478",282,"1,533",한국,한국,"(주)영화사 그램,(주)플레이그램"
180,벨파스트,2022-03-23,"130,077,070",0.0%,"14,223",272,"3,541",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
181,피는 물보다 진하다,2022-05-25,"90,700,500",0.0%,"14,201",78,981,한국,한국,(주)이놀미디어
182,청춘적니,2022-01-12,"116,128,670",0.0%,"14,012",112,"1,689",중국,중국,(주)다자인소프트
183,뜨거운 피: 디 오리지널,2022-05-26,"111,999,200",0.0%,"13,854",59,180,한국,한국,"(주)스튜디오디에이치엘,(주)키다리스튜디오"
184,너와 사랑한 시간,2022-11-30,"94,167,800",0.0%,"13,687",92,"1,577",홍콩,홍콩,오드
185,심야카페: 미씽 허니,2022-11-17,"98,978,194",0.0%,"13,682",174,"1,307",한국,한국,(주)영화특별시에스엠씨
186,미혹,2022-10-19,"108,083,491",0.0%,"13,528",224,"2,100",한국,한국,"(주)엔케이컨텐츠,(주)디스테이션"
187,오마주,2022-05-26,"102,534,500",0.0%,"13,519",133,"1,524",한국,한국,트윈플러스파트너스(주)
188,도쿄 리벤저스,2022-01-19,"128,177,240",0.0%,"13,122",216,"2,339",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
189,프리! 더 파이널 스트로크 전편,2022-01-20,"128,478,629",0.0%,"13,097",77,"1,725",일본,일본,(주)애니플러스
190,극장판 유루캠△,2022-10-27,"134,129,789",0.0%,"13,086",84,"1,770",일본,일본,(주)애니플러스
191,로스트 도터,2022-07-14,"121,116,200",0.0%,"13,008",66,"1,299",미국,미국,"(주)영화특별시에스엠씨,그린나래미디어(주)"
192,태일이,2021-12-01,"114,284,940",0.0%,"12,918",17,184,한국,한국,(주)리틀빅픽쳐스
