순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
16,해치지않아,2020-01-15,"10,154,099,090",2.0%,"1,209,689","1,216","53,441",한국,한국,(주)에이스메이커무비웍스
17,천문: 하늘에 묻는다,2019-12-26,"8,695,248,070",1.7%,"1,035,024",929,"43,246",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
18,결백,2020-06-10,"7,859,629,340",1.5%,"894,025","1,112","74,532",한국,한국,"소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,(주)키다리이엔티"
19,1917,2020-02-19,"7,924,722,960",1.6%,"877,017",932,"91,511",미국,미국,(주)스마일이엔티
20,작은 아씨들,2020-02-12,"7,283,877,330",1.4%,"864,782","1,105","59,781",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
21,미드웨이,2019-12-31,"7,143,163,010",1.4%,"824,836",842,"32,902",미국,미국,(주)누리픽쳐스
22,시동,2019-12-18,"6,876,716,560",1.3%,"792,493",825,"34,835",한국,한국,(주)넥스트엔터테인먼트월드(NEW)
23,지푸라기라도 잡고 싶은 짐승들,2020-02-19,"5,457,014,750",1.1%,"628,977",996,"65,645",한국,한국,플러스엠 엔터테인먼트
24,미스터 주: 사라진 VIP,2020-01-22,"5,071,671,660",1.0%,"603,203",692,"28,187",한국,한국,"플러스엠 엔터테인먼트,(주)리틀빅픽쳐스"
25,인비저블맨,2020-02-26,"5,015,895,060",1.0%,"575,043",776,"63,076",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
26,나쁜 녀석들: 포에버,2020-01-15,"4,880,576,760",1.0%,"547,775",896,"29,888",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
27,국제수사,2020-09-29,"4,496,603,760",0.9%,"537,470","1,074","41,108",한국,한국,(주)쇼박스
28,침입자,2020-06-04,"4,810,611,000",0.9%,"532,045","1,365","53,636",한국,한국,(주)에이스메이커무비웍스
29,스타워즈: 라이즈 오브 스카이워커,2020-01-08,"4,704,790,210",0.9%,"507,265",957,"28,695",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
30,스파이 지니어스,2020-01-22,"3,699,691,180",0.7%,"450,932",712,"22,244",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
31,이웃사촌,2020-11-25,"3,647,897,960",0.7%,"424,764","1,363","65,450",한국,한국,"(주)리틀빅픽쳐스,(주)트리니티픽쳐스"
32,온워드: 단 하루의 기적,2020-06-17,"3,590,809,620",0.7%,"418,084","1,138","45,697",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
33,소리도 없이,2020-10-15,"3,558,905,900",0.7%,"403,424","1,084","41,127",한국,한국,(주)에이스메이커무비웍스
34,버즈 오브 프레이(할리 퀸의 황홀한 해방),2020-02-05,"3,558,359,190",0.7%,"402,035",963,"38,319",미국,미국,워너브러더스 코리아(주)
35,원더 우먼 1984,2020-12-23,"3,490,431,460",0.7%,"390,986","2,260","45,347",미국,미국,워너브러더스 코리아(주)
36,겨울왕국 2,2019-11-21,"3,214,172,730",0.6%,"378,728",665,"16,777",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
37,오! 문희,2020-09-02,"2,802,734,600",0.5%,"351,730","1,110","52,239",한국,한국,CGV아트하우스
38,그린랜드,2020-09-29,"2,777,724,520",0.5%,"325,869",779,"26,421",미국,미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
39,위대한 쇼맨,2017-12-20,"1,897,251,570",0.4%,"306,419",598,"31,915",미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
40,런,2020-11-20,"2,560,441,600",0.5%,"278,819",799,"38,957",미국,미국,(주)올스타엔터테인먼트
41,뮬란,2020-09-17,"2,079,737,620",0.4%,"236,247","1,420","38,703",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
42,내가 죽던 날,2020-11-12,"2,135,396,020",0.4%,"233,112",909,"29,390",한국,한국,워너브러더스 코리아(주)
43,기생충,2019-05-30,"1,576,539,450",0.3%,"227,870",456,"13,536",한국,한국,(주)씨제이이엔엠
44,신비아파트 극장판 하늘도깨비 대 요르문간드,2019-12-19,"1,757,416,340",0.3%,"222,234",539,"8,629",한국,한국,(주)씨제이이엔엠
45,프리즌 이스케이프,2020-05-06,"1,848,297,600",0.4%,"217,056",547,"29,305",영국,"영국,호주",(주)이놀미디어
46,검객,2020-09-23,"1,619,781,870",0.3%,"190,237",832,"21,595",한국,한국,"(주)키위미디어그룹,오퍼스픽쳐스(유),(주)씨네필운"
47,조제,2020-12-10,"1,673,427,570",0.3%,"186,647","1,179","38,291",한국,한국,워너브러더스 코리아(주)
48,사라진 시간,2020-06-18,"1,652,522,580",0.3%,"185,802",874,"20,790",한국,한국,(주)에이스메이커무비웍스
49,밤쉘: 세상을 바꾼 폭탄선언,2020-07-08,"1,544,025,340",0.3%,"182,026",882,"27,363",미국,"미국,캐나다",(주)홈초이스
50,알라딘,2019-05-23,"1,205,410,680",0.2%,"171,494",549,"15,752",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
51,인셉션,2010-07-21,"1,380,782,440",0.3%,"163,630",241,"11,000",미국,미국,"(주)디스테이션,워너브러더스 코리아(주)"
52,포드 V 페라리,2019-12-04,"1,474,949,540",0.3%,"162,730",204,"6,867",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
53,트롤: 월드 투어,2020-04-29,"1,170,580,320",0.2%,"152,589",344,"15,459",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
54,미스터트롯: 더 무비,2020-10-22,"1,288,696,100",0.3%,"150,090",449,"15,980",한국,한국,(주)영화사 그램
55,타오르는 여인의 초상,2020-01-16,"1,251,474,838",0.2%,"148,644",156,"7,626",프랑스,프랑스,"그린나래미디어(주),(주)홈초이스"
56,나이브스 아웃,2019-12-04,"1,225,050,880",0.2%,"147,395",163,"6,812",미국,미국,(주)올스타엔터테인먼트
57,라라랜드,2016-12-07,"828,981,420",0.2%,"140,437",387,"17,953",미국,미국,판씨네마(주)
58,브레이크 더 사일런스: 더 무비,2020-09-24,"1,160,249,000",0.2%,"131,693",205,"10,604",한국,한국,CGV ICECON
59,애니멀 크래커,2020-08-05,"1,028,859,740",0.2%,"129,688",473,"7,473",미국,미국,(주)이수C&E
60,다크 워터스,2020-03-11,"1,101,919,740",0.2%,"127,902",575,"21,739",미국,미국,(주)이수C&E
61,21 브릿지: 테러 셧다운,2020-01-01,"978,201,230",0.2%,"127,616",228,"7,686",미국,미국,"(주)드림팩트엔터테인먼트,(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
62,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,2020-08-20,"1,004,751,550",0.2%,"123,329",661,"13,299",일본,일본,(주)씨제이이엔엠
63,수퍼 소닉,2020-02-12,"932,457,150",0.2%,"118,725",609,"11,143",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
64,언힌지드,2020-10-07,"1,018,720,190",0.2%,"118,570",676,"19,770",미국,미국,"(주)누리픽쳐스,(주)영화특별시에스엠씨"
65,조조 래빗,2020-02-05,"965,388,200",0.2%,"112,136",277,"9,147",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
66,언더워터,2020-05-27,"937,112,800",0.2%,"109,207",594,"18,257",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
67,디바,2020-09-23,"901,717,350",0.2%,"108,122",831,"18,923",한국,한국,플러스엠 엔터테인먼트
68,죽지않는 인간들의 밤,2020-09-29,"852,639,440",0.2%,"104,034",570,"12,667",한국,한국,TCO(주)더콘텐츠온
69,저 산 너머,2020-04-30,"772,685,300",0.2%,"103,534",468,"13,037",한국,한국,(주)리틀빅픽쳐스
70,기기괴괴 성형수,2020-09-09,"873,144,560",0.2%,"103,411",276,"13,512",한국,한국,(주)트리플픽쳐스
71,패왕별희 디 오리지널,2017-03-30,"926,248,060",0.2%,"102,205",409,"11,661",중국,중국,"와이드 릴리즈(주),(주)제이앤씨미디어그룹,(주)드림팩트엔터테인먼트"
72,"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",2020-09-29,"3,129,974,000",0.6%,"102,008",106,"4,771",한국,한국,씨제이포디플렉스 주식회사
73,극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,2020-09-30,"780,549,310",0.2%,"97,392",591,"7,752",일본,일본,(주)이수C&E
74,주디,2020-03-25,"760,720,060",0.1%,"92,466",479,"17,214",영국,영국,TCO(주)더콘텐츠온
75,레이니 데이 인 뉴욕,2020-05-06,"786,619,700",0.2%,"88,768",563,"16,054",미국,미국,"그린나래미디어(주),(주)버킷스튜디오"
76,나의 청춘은 너의 것,2020-04-29,"718,942,500",0.1%,"84,847",533,"12,270",대만,대만,"오드,(주)홈초이스"
77,소리꾼,2020-07-01,"670,872,680",0.1%,"82,600",573,"13,997",한국,한국,(주)리틀빅픽쳐스
78,젠틀맨,2020-02-26,"665,658,710",0.1%,"81,482",586,"14,748",미국,미국,"(주)영화사 빅,(주)다날엔터테인먼트"
79,에어로너츠,2020-06-10,"691,318,500",0.1%,"79,903",534,"11,550",영국,"영국,미국",(주)홈초이스
80,극장판 미니특공대: 공룡왕 디노,2020-02-06,"620,860,720",0.1%,"79,772",485,"6,333",한국,한국,(주)리틀빅픽쳐스
81,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,2020-10-22,"696,241,320",0.1%,"76,787",149,"5,615",일본,일본,(주)애니플러스
82,소년시절의 너,2020-07-09,"622,230,500",0.1%,"73,541",252,"8,074",중국,중국,"(주)영화특별시에스엠씨,(주)콘텐츠패밀리"
83,빅샤크3: 젤리몬스터 대소동,2020-07-29,"562,559,660",0.1%,"72,912",400,"5,259",중국,중국,(주)팝엔터테인먼트
84,엽문4: 더 파이널,2020-04-01,"630,556,300",0.1%,"72,886",206,"10,386",홍콩,홍콩,(주)키다리이엔티
85,호텔 레이크,2020-04-29,"598,748,200",0.1%,"71,324",465,"9,682",한국,한국,(주)스마일이엔티
86,프린스 코기,2019-12-24,"498,854,680",0.1%,"71,207",242,"2,179",벨기에,벨기에,(주)이수C&E
87,눈의 여왕4,2019-12-24,"444,649,620",0.1%,"67,159",271,"2,239",러시아,러시아,(주)넥스트엔터테인먼트월드(NEW)
88,카페 벨에포크,2020-05-20,"550,495,880",0.1%,"66,078",463,"10,688",프랑스,프랑스,(주)이수C&E
89,더 플랫폼,2020-05-13,"604,615,000",0.1%,"66,038",228,"9,706",스페인,스페인,(주)홈초이스
90,뉴 뮤턴트,2020-09-10,"546,115,880",0.1%,"61,897",817,"15,048",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
91,날씨의 아이,2019-10-30,"444,956,180",0.1%,"58,968",194,"5,921",일본,일본,"플러스엠 엔터테인먼트,(주)미디어캐슬,워터홀컴퍼니(주)"
92,해리포터와 아즈카반의 죄수,2004-07-16,"529,704,500",0.1%,"58,349",47,"3,414",미국,미국,워너브러더스 코리아(주)
93,극장판 미니특공대: 햄버거괴물의 습격,2020-09-30,"465,849,080",0.1%,"57,857",414,"5,084",한국,한국,(주)리틀빅픽쳐스
94,마이 스파이,2020-04-29,"482,594,500",0.1%,"56,282",240,"7,466",미국,미국,(주)이수C&E
95,더 프린세스 : 도둑맞은 공주,2020-08-12,"457,449,660",0.1%,"55,828",423,"4,192",우크라이나,우크라이나,(주)팝엔터테인먼트
96,극장판 바이올렛 에버가든,2020-11-12,"467,986,490",0.1%,"55,030",131,"5,063",일본,일본,(주)라이크콘텐츠
97,나의 첫 번째 슈퍼스타,2020-06-10,"474,367,360",0.1%,"53,748",462,"8,832",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
98,위플래쉬,2015-03-12,"473,128,620",0.1%,"53,336",482,"8,264",미국,미국,"워터홀컴퍼니(주),(주)쇼박스"
99,프리키 데스데이,2020-11-25,"451,225,690",0.1%,"51,812",631,"12,882",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
100,다크 나이트,2008-08-06,"407,193,640",0.1%,"51,681",378,"4,445",미국,미국,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)"
101,아웃포스트,2020-09-23,"428,533,870",0.1%,"51,381",454,"6,092",미국,미국,(주)제이앤씨미디어그룹
102,피아니스트의 전설,2020-01-01,"373,164,462",0.1%,"46,960",69,"2,499",이탈리아,이탈리아,"일미디어,(주)라이크콘텐츠"
103,스케어리 스토리:어둠의 속삭임,2020-03-25,"377,934,420",0.1%,"45,338",212,"6,626",미국,미국,(주)제이앤씨미디어그룹
104,파바로티,2020-01-01,"348,527,658",0.1%,"43,486",85,"2,006",영국,영국,오드
105,어벤져스: 엔드게임,2019-04-24,"309,486,860",0.1%,"43,010",517,"4,432",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
106,노트북,2004-11-26,"379,591,500",0.1%,"42,753",144,"5,009",미국,미국,"(주)퍼스트런,TCO(주)더콘텐츠온,글뫼 주식회사,CJ ENM"
107,아이즈 온 미 : 더 무비,2020-06-10,"510,943,000",0.1%,"39,719",124,"2,379",한국,한국,씨제이포디플렉스 주식회사
108,다만 악에서 구하소서 파이널컷,2020-10-28,"326,106,570",0.1%,"37,961",475,"7,521",한국,한국,(주)씨제이이엔엠
109,애프터: 그 후,2020-10-07,"308,484,040",0.1%,"37,354",420,"6,161",미국,미국,판씨네마(주)
110,야구소녀,2020-06-18,"316,405,720",0.1%,"36,986",264,"4,660",한국,한국,"(주)싸이더스,찬란"
111,스타 이즈 본,2018-10-09,"187,358,340",0.0%,"36,680",246,"4,960",미국,미국,워너브러더스 코리아(주)
112,반교: 디텐션,2020-08-13,"326,377,250",0.1%,"36,405",128,"3,008",기타,기타,(주)팝엔터테인먼트
113,콜 오브 와일드,2020-05-14,"306,118,500",0.1%,"36,245",505,"7,850",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
114,화양연화,2000-10-20,"311,345,200",0.1%,"35,735",444,"4,353",홍콩,"홍콩,프랑스",(주)디스테이션
115,서치 아웃,2020-04-15,"297,167,000",0.1%,"34,115",355,"7,717",한국,한국,"(주)스톰픽쳐스코리아,(주)삼백상회"
116,어바웃 타임,2013-12-05,"173,397,500",0.0%,"34,093",138,"3,264",영국,영국,유니버설픽쳐스인터내셔널 코리아(유)
117,배트맨 비긴즈,2005-06-24,"246,942,000",0.0%,"33,946",301,"3,633",미국,미국,워너브러더스 코리아(주)
118,오픈 더 도어,2020-04-08,"286,702,100",0.1%,"31,760",184,"5,842",러시아,러시아,(주)팝엔터테인먼트
119,톰보이,2020-05-14,"278,224,620",0.1%,"31,198",361,"5,504",프랑스,프랑스,(주)영화특별시에스엠씨
120,페인 앤 글로리,2020-02-05,"235,666,420",0.0%,"30,615",198,"2,946",스페인,스페인,(주)제이앤씨미디어그룹
121,매드 맥스: 분노의 도로,2015-05-14,"259,692,500",0.1%,"29,893",38,"2,174",미국,"미국,호주",워너브러더스 코리아(주)
122,"하이, 젝시",2020-02-19,"227,794,500",0.0%,"29,492",205,"4,890",미국,미국,(주)홈초이스
123,부활: 그 증거,2020-10-08,"239,069,820",0.0%,"29,380",111,"1,761",한국,한국,(주)영화사 진진
124,메멘토,2001-08-24,"214,334,500",0.0%,"29,344",141,"3,931",미국,미국,"(주)디스테이션,(주)팝엔터테인먼트"
125,다크 나이트 라이즈,2012-07-19,"235,109,500",0.0%,"29,263",317,"3,478",미국,"미국,영국",워너브러더스 코리아(주)
126,캣츠,2019-12-24,"240,549,360",0.0%,"29,040",280,"2,335",미국,"미국,영국",유니버설픽쳐스인터내셔널 코리아(유)
127,미스비헤이비어,2020-05-27,"234,421,860",0.0%,"28,884",378,"6,300",영국,영국,판씨네마(주)
128,찬실이는 복도 많지,2020-03-05,"246,971,830",0.0%,"28,721",241,"5,470",한국,한국,찬란
129,그집,2020-05-27,"238,258,460",0.0%,"28,707",392,"5,512",스페인,스페인,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
130,"어디갔어, 버나뎃",2020-10-08,"240,122,500",0.0%,"28,651",253,"5,862",미국,미국,"(주)디스테이션,(주)엔케이컨텐츠"
131,건즈 아킴보,2020-04-15,"244,731,000",0.0%,"27,928",181,"4,397",영국,영국,와이드 릴리즈(주)
132,파리의 인어,2020-07-23,"232,298,500",0.0%,"27,623",204,"3,774",프랑스,프랑스,(주)빅웨이브시네마
133,타발루가와 얼음공주,2020-01-08,"190,654,000",0.0%,"27,330",304,"2,286",독일,독일,예지림엔터테인먼트
134,콜 미 바이 유어 네임,2018-03-22,"237,616,980",0.0%,"26,751",70,"1,983",이탈리아,"이탈리아,프랑스,브라질,미국","(주)디스테이션,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점"
135,더 보이 2: 돌아온 브람스,2020-03-05,"231,152,000",0.0%,"26,531",179,"4,075",미국,미국,(주)팝엔터테인먼트
136,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,2020-11-12,"172,239,000",0.0%,"25,615",187,"2,849",영국,영국,와이드 릴리즈(주)
137,폰조,2020-10-14,"211,759,310",0.0%,"25,383",574,"7,240",미국,미국,(주)키다리이엔티
138,블루 아워,2020-07-22,"210,470,600",0.0%,"25,374",322,"3,895",일본,일본,오드
139,킹덤 오브 헤븐: 디렉터스 컷,2020-11-11,"233,176,600",0.0%,"25,323",117,"2,277",영국,영국,(주)영화사오원
140,n번째 이별 중,2020-04-01,"226,062,800",0.0%,"24,979",171,"5,456",미국,미국,"(주)팬엔터테인먼트,(주)영화특별시에스엠씨"
141,더 프롬,2020-12-02,"213,920,730",0.0%,"24,635",662,"8,736",미국,미국,플러스엠 엔터테인먼트
142,마리 퀴리,2020-11-18,"191,500,920",0.0%,"24,573",484,"4,999",프랑스,프랑스,(주)디스테이션
143,울프 콜,2020-03-05,"202,082,580",0.0%,"24,560",336,"5,486",프랑스,프랑스,판씨네마(주)
144,오즈의 마법사: 요술구두와 말하는 책,2020-01-22,"195,207,320",0.0%,"24,534",252,"2,037",러시아,러시아,(주)박수엔터테인먼트
145,캣츠토피아,2020-04-30,"201,223,160",0.0%,"24,000",367,"3,053",중국,중국,(주)버킷스튜디오
146,에이바,2020-09-09,"183,599,250",0.0%,"23,817",515,"6,087",미국,미국,(주)제이앤씨미디어그룹
147,비바리움,2020-07-16,"195,312,120",0.0%,"23,756",129,"2,235",미국,"미국,덴마크,벨기에,아일랜드",(주)드림팩트엔터테인먼트
148,하이큐!! 땅 VS 하늘,2020-01-23,"189,951,700",0.0%,"23,613",82,"1,827",일본,일본,"(주)드림팩트엔터테인먼트,(주)삼백상회"
149,테슬라,2020-10-28,"184,842,950",0.0%,"23,441",460,"4,859",미국,미국,(주)제이앤씨미디어그룹
150,시네마 천국,1990-07-07,"130,686,300",0.0%,"23,251",92,"2,057",프랑스,"프랑스,이탈리아","주식회사 왓챠,(주)팝엔터테인먼트"
151,애비규환,2020-11-12,"206,974,800",0.0%,"22,743",453,"4,725",한국,한국,(주)리틀빅픽쳐스
152,원 데이,2012-12-13,"186,751,300",0.0%,"22,690",156,"3,825",미국,미국,"(주)영화사 그램,(주)제이앤씨미디어그룹,(주)팝파트너스"
153,극장판 원피스 스탬피드,2020-02-13,"189,707,460",0.0%,"22,392",372,"3,320",일본,일본,(주)스마일이엔티
154,아홉 스님,2020-05-27,"137,625,200",0.0%,"22,330",141,"2,499",한국,한국,"(주)퍼스트런,(주)키다리이엔티"
155,인베이젼 2020,2020-07-01,"184,631,260",0.0%,"22,268",354,"3,999",러시아,러시아,(주)제이앤씨미디어그룹
156,"고흐, 영원의 문에서",2019-12-26,"185,182,770",0.0%,"22,136",52,"1,231",미국,"미국,프랑스",(주)팝엔터테인먼트
157,남매의 여름밤,2020-08-20,"177,434,602",0.0%,"21,296",133,"3,269",한국,한국,그린나래미디어(주)
158,유령선,2020-04-15,"181,971,920",0.0%,"20,789",165,"3,784",한국,한국,(주)엣나인필름
159,어벤져스: 인피니티 워,2018-04-25,"155,028,780",0.0%,"20,466",432,"3,176",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
160,팬데믹,2020-07-22,"176,181,960",0.0%,"20,355",382,"4,012",미국,미국,(주)영화사 빅
161,비밀정보원: 인 더 프리즌,2020-04-15,"172,588,940",0.0%,"20,317",200,"3,645",영국,영국,(주)제이앤씨미디어그룹
162,BIFAN2020 판타스틱 단편 걸작선 1,,"120,000,000",0.0%,"20,000",8,177,기타,기타,
163,울지마 톤즈 2 : 슈크란 바바,2020-01-09,"145,691,440",0.0%,"19,903",232,"2,405",한국,한국,(주)영화특별시에스엠씨
164,시원찮은 그녀를 위한 육성방법 피날레,2020-02-27,"166,987,960",0.0%,"19,738",71,"2,265",일본,일본,(주)애니플러스
165,프랑스여자,2020-06-04,"139,856,900",0.0%,"19,590",244,"3,533",한국,한국,"(주)디스테이션,롯데컬처웍스(주)롯데엔터테인먼트"
166,추억의 검정고무신,2020-11-19,"156,845,100",0.0%,"19,531",215,"2,726",한국,한국,(주)대교 미디어콘텐츠사업본부
167,애프터 웨딩 인 뉴욕,2020-04-23,"158,204,780",0.0%,"19,417",169,"2,748",영국,영국,(주)영화사 진진
168,너의 이름은.,2017-01-04,"151,523,530",0.0%,"19,406",77,"2,201",일본,일본,플러스엠 엔터테인먼트
169,비긴 어게인,2014-08-13,"101,471,460",0.0%,"19,186",134,"2,711",미국,미국,판씨네마(주)
170,강철비2 : 정상회담 확장판,2020-09-30,"89,922,500",0.0%,"18,306",126,"1,672",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
171,택스 콜렉터,2020-11-18,"138,525,250",0.0%,"18,197",372,"3,710",미국,미국,(주)팝엔터테인먼트
172,돌멩이,2020-10-15,"150,783,400",0.0%,"18,122",425,"4,943",한국,한국,(주)리틀빅픽쳐스
173,미녀와 야수,2017-03-16,"119,396,880",0.0%,"18,044",197,"2,168",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
174,더 터닝,2020-04-02,"155,385,940",0.0%,"17,664",294,"4,222",미국,미국,(주)스마일이엔티
175,킹덤,2020-04-29,"140,937,500",0.0%,"17,663",186,"2,749",일본,일본,와이드 릴리즈(주)
176,킬러의 보디가드 무삭제 특별판,2018-09-12,"150,010,380",0.0%,"17,620",318,"3,772",미국,미국,"(주)제이앤씨미디어그룹,(유)조이앤시네마"
177,이 멋진 세계에 축복을! 붉은 전설,2020-02-06,"152,082,580",0.0%,"17,607",57,"1,130",일본,일본,(주)애니플러스
178,핑크퐁 시네마 콘서트 : 우주대탐험,2020-01-30,"137,115,000",0.0%,"17,597",182,"2,397",한국,한국,더핑크퐁컴퍼니(주)
179,사마에게,2020-01-23,"134,027,472",0.0%,"16,645",75,"1,549",영국,영국,(주)엣나인필름
180,파티마의 기적,2020-12-03,"132,647,100",0.0%,"16,562",162,"3,012",미국,미국,(주)디스테이션
181,레미제라블,2012-12-19,"85,102,000",0.0%,"16,466",120,"2,462",미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
182,밥정,2020-10-07,"129,030,940",0.0%,"16,425",182,"2,909",한국,한국,(주)엣나인필름
183,초미의 관심사,2020-05-27,"128,865,360",0.0%,"16,160",380,"4,581",한국,한국,(주)트리플픽쳐스
184,800,2020-12-10,"135,367,500",0.0%,"15,549",223,"3,738",중국,중국,"TCO(주)더콘텐츠온,(주)디스테이션"
185,두 교황,2019-12-11,"121,616,740",0.0%,"15,533",24,752,미국,"미국,영국,이탈리아,아르헨티나",판씨네마(주)
186,마틴 에덴,2020-10-29,"142,174,430",0.0%,"15,396",60,"1,420",이탈리아,이탈리아,알토미디어(주)
187,극장판 요괴워치: 포에버 프렌즈,2020-10-15,"120,684,750",0.0%,"15,386",422,"2,605",일본,일본,(주)씨제이이엔엠
188,그랜드 부다페스트 호텔,2014-03-20,"87,187,240",0.0%,"15,282",84,"1,933",미국,"미국,독일","(주)피터팬픽쳐스,이십세기폭스코리아(주),월트디즈니컴퍼니코리아 유한책임회사"
189,해수의 아이,2020-09-30,"139,987,850",0.0%,"15,211",76,"1,454",일본,일본,(주)영화사오원
190,슈퍼 베어,2020-01-15,"106,064,760",0.0%,"15,164",227,"1,389",미국,미국,와이드 릴리즈(주)
191,극장판 엉덩이 탐정: 텐텐마을의 수수께끼,2020-09-24,"109,191,540",0.0%,"14,799",157,"2,075",일본,일본,(주)넥스트엔터테인먼트월드(NEW)
192,부활,2020-07-09,"113,296,500",0.0%,"14,537",83,"2,019",한국,한국,(주)중헌홀딩스
193,드라이브,2011-11-17,"123,470,150",0.0%,"14,362",125,"2,027",미국,미국,"주식회사 풍경소리,판씨네마(주)"
194,인터스텔라,2014-11-06,"142,100,000",0.0%,"14,203",17,554,미국,"미국,영국",워너브러더스 코리아(주)
195,작가 미상,2020-02-20,"107,397,960",0.0%,"13,560",55,"1,227",독일,독일,(주)영화사 진진
196,러브레터,1999-11-20,"108,837,600",0.0%,"13,459",109,"1,403",일본,일본,"주식회사 왓챠,와이드 릴리즈(주),(주)제이앤씨미디어그룹,(유)조이앤시네마,(주)팝엔터테인먼트"
197,엔딩스 비기닝스,2020-06-24,"110,180,880",0.0%,"13,401",251,"2,463",미국,"미국,한국","(주)스마일이엔티,(주)씨제이이엔엠"
198,가나의 혼인잔치: 언약,2020-11-26,"117,216,920",0.0%,"13,354",116,"2,223",미국,미국,"(재)CBS,주식회사 블루필름웍스"
199,슈퍼스타 뚜루,2020-06-04,"101,306,020",0.0%,"13,146",300,"1,897",스페인,스페인,(주)박수엔터테인먼트
200,숀더쉽 더 무비: 꼬마 외계인 룰라!,2020-02-19,"98,830,340",0.0%,"13,046",270,"2,264",영국,영국,TCO(주)더콘텐츠온
