순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
704,아이 필 프리티,2018-06-06,"4,331,000",0.0%,862,67,375,미국,미국,(주)홈초이스
706,에듀케이션,2020-11-26,"7,263,670",0.0%,858,23,243,한국,한국,영화배급협동조합 씨네소파
707,프리저베이션홀 재즈밴드,2020-04-02,"6,460,260",0.0%,855,30,303,미국,미국,(주)에스와이코마드
708,4월 이야기,2000-04-08,"4,266,000",0.0%,851,25,195,일본,일본,(주)팝파트너스
708,플레인 하이스트,2020-09-29,"4,211,000",0.0%,851,50,53,미국,미국,씨네쿼넌 픽쳐스
710,제미니 맨,2019-10-09,"8,430,000",0.0%,843,5,5,미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
711,부베의 여인,,"1,699,000",0.0%,842,1,33,이탈리아,"이탈리아,프랑스",
712,소림쿵푸: 마지막 대결,2019-12-30,"3,963,000",0.0%,841,2,24,중국,중국,(주)소나무픽쳐스
713,나의이름,2020-10-14,"6,997,500",0.0%,833,38,266,한국,한국,시네마 뉴원
714,SIFF2020 페스티벌 초이스 단편 쇼케이스 1,,"5,824,000",0.0%,832,2,6,한국,한국,
715,철가면,,"1,662,000",0.0%,831,1,12,프랑스,"프랑스,이탈리아",
716,블러드 킬,2020-09-28,"4,283,500",0.0%,829,50,57,미국,미국,노바엔터테인먼트
717,치어리딩 클럽,2020-09-10,"5,499,240",0.0%,824,35,293,캐나다,캐나다,찬란
717,무협강호,2020-11-13,"4,230,000",0.0%,824,48,57,중국,중국,(주)원더스컴퍼니
719,피아노,1993-09-25,"6,810,000",0.0%,821,11,113,호주,호주,(주)팝엔터테인먼트
720,SIFF2020 본선 단편경쟁 1,,"5,732,000",0.0%,818,3,7,한국,한국,
721,고령가 소년 살인사건,2017-11-23,"7,644,500",0.0%,813,4,41,대만,대만,(주)리틀빅픽쳐스
721,모아나,2017-01-12,"5,666,500",0.0%,813,4,29,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
723,산딸기,2013-05-16,"1,626,000",0.0%,808,1,15,스웨덴,스웨덴,㈜영화사 백두대간
723,모탈: 레전드 오브 토르,2020-07-09,"5,742,080",0.0%,808,28,158,기타,기타,주식회사 풍경소리
725,마음에 부는 바람,2020-11-05,"6,953,000",0.0%,805,13,108,일본,일본,(주)트리플픽쳐스
726,파이널 킬,2020-09-21,"4,046,000",0.0%,804,49,54,미국,미국,(주)스톰픽쳐스코리아
727,소녀가 소녀에게,2020-01-09,"7,761,100",0.0%,796,9,95,일본,일본,(주)디오시네마
728,인어공주,1991-12-21,"5,491,500",0.0%,790,5,29,미국,미국,
729,본 투 드라이브,2019-12-12,"5,977,000",0.0%,789,36,314,노르웨이,노르웨이,썬택엔터테인먼트 주식회사
730,썩시드,2020-01-09,"7,412,200",0.0%,783,12,134,태국,태국,주식회사 슈아픽처스
731,히트,1996-08-10,"6,114,000",0.0%,779,5,64,미국,미국,(주)영화사오원
731,"이별유예, 일주일",2020-12-09,"7,586,000",0.0%,779,29,306,한국,한국,(주)유어스토리블루
731,래미의 드래곤월드 구출작전,2020-07-16,"6,067,340",0.0%,779,65,203,중국,중국,와이드 릴리즈(주)
731,걸한트,,"1,558,000",0.0%,779,1,20,미국,미국,
735,하이큐!! 끝과 시작,2016-11-16,"3,885,000",0.0%,777,17,30,일본,일본,(주)팝엔터테인먼트
735,낙엽귀근,2020-09-24,"6,259,880",0.0%,777,23,183,중국,중국,주식회사 블루필름웍스
737,아메리칸 호러 스토리: 메리메이커의 살인자,2020-03-05,"816,000",0.0%,774,1,8,미국,미국,(주)영화사 안다미로
738,아치와 씨팍,2006-06-28,"7,695,480",0.0%,771,29,190,한국,한국,"(주)에이원엔터테인먼트,㈜스튜디오이쩜영"
739,사탄은 잠들지 않는다,,"1,540,000",0.0%,770,1,12,미국,미국,
740,아들과 연인,,"1,541,000",0.0%,763,1,40,영국,영국,
741,얼굴없는 보스,2019-11-21,"7,655,000",0.0%,762,4,27,한국,한국,"(주)좋은 하늘,(주)박수엔터테인먼트"
742,포기와 베스,2020-10-06,"19,024,000",0.0%,758,7,146,미국,미국,(주) 인스터 글로벌
743,이별식당,2020-08-27,"5,956,740",0.0%,757,24,248,한국,한국,"(주)에스와이코마드,아이 엠"
744,킹덤: 아메리칸 좀비,2020-04-20,"799,000",0.0%,756,1,8,미국,미국,(주)영화사 안다미로
745,세 가지 색: 레드,1994-09-17,"6,195,000",0.0%,754,9,54,프랑스,프랑스,(주)영화사 안다미로
746,더 테러리스트,2020-02-26,"6,063,400",0.0%,748,17,142,기타,기타,(주)드림팩트엔터테인먼트
747,페어웰,2021-02-04,"5,734,000",0.0%,747,3,12,미국,"미국,중국",오드
748,세 가지 색 : 화이트,1994-06-18,"6,071,000",0.0%,742,10,59,프랑스,프랑스,(주)영화사 안다미로
749,문라이즈 킹덤,2013-01-31,"7,330,000",0.0%,736,5,50,미국,미국,(주)영화사 진진
750,SIFF2020 페스티벌 초이스 단편 쇼케이스 2,,"5,131,000",0.0%,733,2,5,한국,한국,
751,하트,2020-02-27,"5,781,500",0.0%,731,11,197,한국,한국,필름다빈
752,레전더리 콘서트: 헤르베르트 폰 카라얀,2020-11-01,"20,976,000",0.0%,730,15,122,독일,독일,(주)케빈앤컴퍼니
752,선생님과 길고양이,2020-04-09,"5,860,820",0.0%,730,53,335,일본,일본,찬란
754,데드링거,,"5,727,500",0.0%,729,8,52,,,
755,동성서취,1993-03-13,"6,628,500",0.0%,720,7,35,홍콩,홍콩,(주)엔케이컨텐츠
755,극한직업,2019-01-23,"3,698,000",0.0%,720,33,232,한국,한국,(주)씨제이이엔엠
757,꾸뻬씨의 행복여행,2014-11-27,"3,656,000",0.0%,716,44,258,영국,"영국,독일,캐나다,남아프리카공화국",그린나래미디어(주)
758,기사푸라카스,,"1,412,000",0.0%,706,1,29,프랑스,프랑스,
759,드라큐라,1993-01-16,"5,516,000",0.0%,704,14,85,미국,미국,
760,미래의 미라이,2019-01-16,"4,176,800",0.0%,703,25,256,일본,일본,플러스엠 엔터테인먼트
761,카사블랑카,1999-04-03,"1,415,000",0.0%,702,1,23,미국,미국,워너브러더스 코리아(주)
762,슈퍼펫,2020-08-13,"3,500,000",0.0%,700,6,70,영국,영국,예지림엔터테인먼트
763,파이트 클럽,1999-11-13,"4,444,000",0.0%,696,2,51,미국,미국,(주)팝엔터테인먼트
764,더 보이,2016-06-01,"4,372,000",0.0%,693,15,156,미국,미국,(주)리틀빅픽쳐스
764,극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,"4,901,500",0.0%,693,52,173,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
766,불멸의 연인,1995-01-28,"5,313,000",0.0%,687,10,83,미국,미국,(주)엔케이컨텐츠
767,2020 청주영상위원회 '영화와 함께하는 11월' 관객과의 대화[GV],,"3,400,000",0.0%,680,1,5,한국,한국,
768,연산군,1962-01-01,"1,363,000",0.0%,679,1,12,한국,한국,
769,플라이,1988-08-13,"5,325,500",0.0%,677,7,57,미국,미국,
770,몽상가들,2005-03-25,"6,522,000",0.0%,676,1,41,프랑스,프랑스,"찬란,오드"
771,여름날,2020-08-20,"5,273,480",0.0%,674,12,208,한국,한국,영화배급협동조합 씨네소파
772,펠리칸 베이커리,2020-04-02,"5,492,140",0.0%,665,28,266,일본,일본,(주)영화사 진진
773,나는 나를 해고하지 않는다,2021-01-28,"5,193,000",0.0%,658,2,11,한국,한국,(주)영화사 진진
774,로맨틱 코미디,2020-12-03,"5,648,040",0.0%,654,28,317,미국,미국,(주)영화사 안다미로
774,킹 오브 프리즘 (바이 프리티 리듬),2016-08-11,"4,960,500",0.0%,654,17,173,일본,일본,(주)박수엔터테인먼트
776,파리 텍사스,1987-08-29,"4,399,000",0.0%,652,1,10,프랑스,"프랑스,서독,영국",
777,월성,2019-12-12,"4,558,500",0.0%,651,5,43,한국,한국,(주)리틀빅픽쳐스
777,아이다,2019-02-02,"10,020,000",0.0%,651,5,34,미국,미국,(주) 인스터 글로벌
779,SIFF2020 새로운선택 단편 1,,"4,543,000",0.0%,649,1,6,한국,한국,
780,페이톤 플레이스,,"1,304,000",0.0%,647,1,12,미국,미국,
781,쥬라기 월드,2015-06-11,"3,243,000",0.0%,640,50,285,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
782,더 킹: 헨리 5세,2019-10-23,"3,289,340",0.0%,637,29,182,네덜란드,네덜란드,판씨네마(주)
783,잃어버린 세계를 찾아서,2019-10-09,"4,677,500",0.0%,634,40,206,미국,미국,(주)이수C&E
784,쉬 네버 다이,2020-04-02,"5,224,700",0.0%,631,41,287,캐나다,캐나다,주식회사 더쿱
785,영광의 탈출,,"1,269,000",0.0%,627,1,16,미국,미국,
786,아이 엠 어 히어로,2016-09-21,"3,142,000",0.0%,622,24,185,일본,일본,(주)영화사 빅
787,뮤지컬 홀리데이 인,2017-12-20,"11,084,000",0.0%,619,30,274,미국,미국,C 무비
788,장 미쉘 바스키아: 더 레이디언트 차일드,2020-12-09,"5,618,700",0.0%,608,18,270,미국,미국,"해피송,롯데컬처웍스(주)롯데엔터테인먼트"
789,히로인 실격,,"3,093,000",0.0%,607,23,162,일본,일본,"(주)엔케이컨텐츠,(주)디스테이션"
790,하나 그리고 둘,2000-10-28,"4,896,500",0.0%,606,4,47,대만,"대만,일본",(주)리틀빅픽쳐스
791,SIFF2020 본선 단편경쟁 3,,"4,219,000",0.0%,603,2,5,한국,한국,
792,쓰루 더 파이어,2020-07-23,"4,341,760",0.0%,602,23,175,프랑스,프랑스,(주)영화사오원
793,기도의 막이 내릴 때,2020-05-14,"4,874,540",0.0%,601,33,228,일본,일본,노바엔터테인먼트
793,인디애니페스트2020 새벽비행1,,"3,603,000",0.0%,601,2,8,한국,한국,
795,나폴리의 황금,,"1,203,000",0.0%,599,1,12,이탈리아,이탈리아,
796,타이페이 스토리,2019-11-07,"4,674,000",0.0%,598,7,56,대만,대만,(주)드림팩트엔터테인먼트
797,차타레부인의 사랑,1981-08-01,"1,194,000",0.0%,597,1,21,프랑스,"프랑스,영국,독일",(주)피터팬픽쳐스
798,리버티 밸런스를 쏜 사나이,,"1,192,000",0.0%,596,1,13,미국,미국,
798,다이노소어 어드벤처 : 백악기 공룡대백과,2016-05-04,"3,991,500",0.0%,596,42,138,영국,영국,"(주)박수엔터테인먼트,(주)애니플러스"
800,동백정원,2023-12-01,"2,957,000",0.0%,591,2,5,일본,일본,(주)미디어캐슬
801,나의 인생여행,2020-12-10,"4,757,210",0.0%,590,31,250,영국,영국,(주)라이크콘텐츠
802,토이 스토리 4,2019-06-20,"4,900,500",0.0%,589,6,38,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
803,레전더리 콘서트: 카를로스 클라이버,2020-12-02,"17,130,000",0.0%,583,14,115,독일,독일,(주)케빈앤컴퍼니
804,초능력소년사건,2020-05-28,"5,305,920",0.0%,580,12,94,중국,중국,디에이치 컴퍼니
805,사당동 더하기 33,,"3,023,000",0.0%,576,1,8,한국,한국,
806,나바론 요새,1974-07-20,"1,148,000",0.0%,574,1,25,미국,"미국,영국",
807,바이킹,,"1,245,000",0.0%,573,1,14,미국,미국,
808,청춘여정,,"1,136,000",0.0%,568,1,12,미국,미국,
809,안나 카레니나,2018-06-29,"4,806,100",0.0%,565,8,87,한국,한국,(주)비프로
810,배틀로얄,2002-04-05,"2,837,500",0.0%,564,22,157,일본,일본,"(주)디스테이션,(주)엔케이컨텐츠,(주)동아수출공사"
810,연인아 돌아오라,,"1,128,000",0.0%,564,1,15,미국,미국,
810,마담 버터플라이,2020-05-05,"14,304,900",0.0%,564,7,96,미국,미국,(주) 인스터 글로벌
810,스포트라이트,2016-02-24,"2,848,520",0.0%,564,22,207,미국,미국,(주)팝엔터테인먼트
814,착신아리,2004-07-09,"3,886,000",0.0%,560,24,122,일본,일본,(주)쇼박스
814,태양은 가득히,1973-02-03,"1,135,000",0.0%,560,1,18,프랑스,"프랑스,이탈리아",
814,내 사랑 찾기,2020-10-22,"4,557,300",0.0%,560,38,222,미국,미국,(주)팝엔터테인먼트
817,십계 6편 : 간음하지 말라,,"2,257,500",0.0%,557,10,76,폴란드,폴란드,
817,러브 라이브! 더 스쿨 아이돌 무비,2015-09-03,"5,443,580",0.0%,557,8,57,일본,일본,(주)박수엔터테인먼트
819,순간에서 영원으로,,"1,122,000",0.0%,556,1,22,영국,영국,
820,스크림,1999-01-16,"4,352,000",0.0%,554,10,64,미국,미국,(주)태원엔터테인먼트
820,여기가 천국,,"1,954,000",0.0%,554,1,6,프랑스,"프랑스,카타르,독일,캐나다,터키,팔레스타인",
820,서울의 지붕 밑,,"1,084,000",0.0%,554,1,17,한국,한국,
823,십계 5편 : 살인하지 말라,,"2,240,500",0.0%,553,10,76,폴란드,폴란드,
823,춘희,,"1,116,000",0.0%,553,1,27,미국,미국,
823,최미역행,2020-11-25,"4,350,500",0.0%,553,20,89,중국,중국,시네마 뉴원
826,모리스,2019-11-07,"6,340,000",0.0%,546,6,35,영국,영국,알토미디어(주)
827,곤지암,2018-03-28,"2,778,000",0.0%,544,33,213,한국,한국,(주)쇼박스
828,쉘부르의 우산,1992-09-26,"2,397,500",0.0%,543,4,51,프랑스,"프랑스,독일",(주)에스와이코마드
828,메이드 인 루프탑,2021-06-23,"3,690,000",0.0%,543,2,6,한국,한국,(주)엣나인필름
830,피가로의 결혼,2020-05-01,"13,695,500",0.0%,530,11,74,이탈리아,이탈리아,일미디어
831,왼손잡이 권총,,"1,046,000",0.0%,523,1,13,미국,미국,
832,멀홀랜드 드라이브,2001-11-30,"2,666,000",0.0%,521,1,12,미국,미국,(주)영화사 안다미로
833,십계 1편 : 나 이외의 다른 신을 섬기지 말라,,"2,208,000",0.0%,520,9,55,폴란드,폴란드,
833,테우리,2020-07-09,"4,414,980",0.0%,520,16,111,한국,한국,(주)26컴퍼니
833,더 포리너,2018-02-07,"1,045,000",0.0%,520,1,16,영국,"영국,중국","(주)더블앤조이픽쳐스,TCO(주)더콘텐츠온"
836,아임 낫 데어,2008-05-29,"3,061,500",0.0%,515,17,112,미국,"미국,독일",(주)스폰지이엔티
836,로맨스 빠빠,1960-01-28,"1,030,000",0.0%,515,1,26,한국,한국,
838,우리들,2016-06-16,"3,932,500",0.0%,514,12,174,한국,한국,(주)엣나인필름
839,트루스,2016-08-24,"3,050,500",0.0%,513,20,130,미국,미국,(주)라이크콘텐츠
839,해녀,,"1,026,000",0.0%,513,1,12,미국,미국,
841,피서지에서 생긴 일,1972-08-19,"1,050,000",0.0%,510,1,12,미국,미국,
841,왕과 나: 런던 팔라디움 극장 뮤지컬,2020-04-29,"8,737,000",0.0%,510,12,137,영국,영국,씨제이포디플렉스 주식회사
843,십계 2편 : 하느님의 이름을 망령되이 일컫지 말라,,"2,154,000",0.0%,509,9,55,폴란드,폴란드,
844,이십일세기 소녀,2020-09-03,"4,411,400",0.0%,504,20,161,일본,일본,(주)디오시네마
845,라 트라비아타,2019-07-09,"10,775,500",0.0%,503,7,56,미국,미국,(주) 인스터 글로벌
846,메피스토,2020-09-10,"4,054,900",0.0%,502,30,238,한국,한국,(주)영화사 그램
847,젊은 사자들,,"958,000",0.0%,501,1,8,미국,미국,
848,영화로운 나날,2019-12-12,"3,891,500",0.0%,500,5,58,한국,한국,㈜인디스토리
849,행복 목욕탕,2017-03-23,"2,984,500",0.0%,496,18,108,일본,일본,(주)디스테이션
850,말괄량이 길들이기,,"988,000",0.0%,494,1,14,이탈리아,"이탈리아,미국",
851,문라이트,2017-02-22,"2,461,780",0.0%,487,18,189,미국,미국,CGV아트하우스
852,살로메,2020-09-20,"12,223,600",0.0%,486,8,71,독일,독일,(주)케빈앤컴퍼니
853,붉은 수수밭,1989-09-09,"2,818,000",0.0%,482,1,20,중국,중국,
854,누구를 위하여 종은 울리나,1972-03-18,"962,000",0.0%,481,1,27,미국,미국,
854,마흐무드의 복사 가게,,"1,631,000",0.0%,481,2,6,이집트,이집트,
856,베를린 천사의 시,1993-05-15,"3,279,000",0.0%,478,1,10,독일,독일,
857,하이 눈,,"959,000",0.0%,477,1,27,미국,미국,
858,피델리오,2020-05-31,"11,464,800",0.0%,476,7,79,독일,독일,(주)케빈앤컴퍼니
858,까치발,2021-06-03,"2,426,000",0.0%,476,2,6,한국,한국,(주)시네마달
860,현기증,,"3,580,000",0.0%,475,1,14,미국,미국,(주)영화사 안다미로
860,래드윔프스 안티 안티 제너레이션 2019,2020-11-05,"8,549,000",0.0%,475,27,243,일본,일본,CGV ICECON
862,모호크족의 북소리,,"970,000",0.0%,474,1,19,미국,미국,
863,보리밭을 흔드는 바람,2006-11-02,"2,850,500",0.0%,473,1,22,영국,"영국,독일,아일랜드,이탈리아","(주)영화사 진진,(주)동숭아트센터"
863,아나스타샤,1997-12-20,"951,000",0.0%,473,1,21,미국,미국,
865,더 페인팅,,"2,832,000",0.0%,472,1,4,기타,기타,
866,워터 프론트,,"947,000",0.0%,471,1,12,,,
867,십계 4편 : 부모를 공경하라,,"2,005,250",0.0%,466,13,65,폴란드,폴란드,
867,황야의 귀부인,,"932,000",0.0%,466,1,14,미국,미국,
867,달콤한 인생,,"4,771,000",0.0%,466,5,30,이탈리아,"이탈리아,프랑스",
870,세비야의 이발사,2020-03-03,"12,211,000",0.0%,464,8,80,이탈리아,이탈리아,일미디어
871,노틀담의 꼽추,1971-07-31,"924,000",0.0%,462,2,19,프랑스,프랑스,
871,수색자,,"953,000",0.0%,462,1,16,미국,미국,
873,링,1999-12-11,"3,219,000",0.0%,461,21,121,일본,일본,
873,미니언즈,2015-07-29,"2,414,500",0.0%,461,37,191,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
875,지옥의 오르페,2020-10-25,"11,479,100",0.0%,460,7,64,독일,독일,(주)케빈앤컴퍼니
876,실록 김두한,1974-12-22,"916,000",0.0%,458,1,15,한국,한국,
877,보이헌트,,"913,000",0.0%,454,1,21,미국,미국,
878,인생,1995-05-27,"2,813,000",0.0%,451,1,17,중국,중국,
879,SIFF2020 개막식,,"3,150,000",0.0%,450,1,2,한국,한국,
879,너의 췌장을 먹고 싶어,2018-11-15,"2,442,900",0.0%,450,12,103,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
881,더 워닝,2020-05-06,"2,068,500",0.0%,448,32,197,스페인,스페인,(주)더블앤조이픽쳐스
882,철낭자,1971-04-30,"890,000",0.0%,445,1,15,한국,한국,
883,원한의 도곡리 다리,,"887,000",0.0%,442,2,16,미국,미국,
884,십계 3편 : 안식일을 지키라,,"1,827,250",0.0%,441,13,63,폴란드,폴란드,
884,달려오는 사람들,,"882,000",0.0%,441,1,18,미국,미국,
886,하오의 결투,,"876,000",0.0%,438,1,15,미국,미국,
887,바탄의 전투,,"874,000",0.0%,437,1,15,미국,미국,
887,버터필드 8,,"879,000",0.0%,437,1,12,미국,미국,
889,하비,,"870,000",0.0%,435,1,15,,,
890,모정,1972-12-09,"866,000",0.0%,433,1,12,미국,미국,
891,늙은 부부이야기: 스테이지 무비,2020-08-19,"4,396,500",0.0%,432,16,84,한국,한국,예술의전당
892,주온 : 끝의 시작,2014-07-16,"2,966,000",0.0%,431,21,112,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
893,천년호,,"860,000",0.0%,430,1,21,한국,한국,
893,7번방의 선물,2013-01-23,"2,556,500",0.0%,430,34,158,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
895,흑과 백,,"855,000",0.0%,429,1,15,미국,미국,
895,검찰측의 죄인,,"3,903,000",0.0%,429,2,21,일본,일본,
895,6년간의 의혹,,"858,000",0.0%,429,1,17,미국,미국,
895,다가오는 것들,2016-09-29,"3,380,900",0.0%,429,3,68,프랑스,프랑스,찬란
899,건힐의 결투,,"876,000",0.0%,426,1,16,미국,미국,
899,브릿마리 여기 있다,,"426,000",0.0%,426,3,13,기타,기타,(주)케이티알파
899,러브라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,2019-02-14,"4,203,160",0.0%,426,8,54,일본,일본,(주)애니플러스
902,뱅크시,2022-08-11,"3,649,500",0.0%,425,5,38,영국,영국,(주)마노엔터테인먼트
903,알렉산더대왕,,"846,000",0.0%,423,1,12,미국,미국,
903,꼭대기 방,,"846,000",0.0%,423,1,9,영국,영국,
905,징기스칸,1977-03-18,"844,000",0.0%,422,1,12,미국,미국,
906,노인과 바다,,"797,000",0.0%,421,1,11,미국,미국,
906,사랑할 때와 죽을 때,,"842,000",0.0%,421,1,6,미국,미국,
908,십계 9편 : 네 이웃의 아내를 탐내지 말라,,"1,708,000",0.0%,420,9,55,폴란드,폴란드,
908,귀주 이야기,1994-10-08,"2,570,000",0.0%,420,1,18,중국,중국,
910,퀸 오브 아이스,2020-03-26,"3,109,840",0.0%,419,36,241,노르웨이,노르웨이,(주)엣나인필름
910,전송가,,"838,000",0.0%,419,1,9,미국,미국,
912,2020 성균관대학교?영상학과?졸업영상제?프라이드스크린 개막작,,"2,508,000",0.0%,418,1,2,기타,기타,
912,2020 성균관대학교?영상학과?졸업영상제?프라이드스크린 폐막작,,"2,508,000",0.0%,418,1,2,한국,한국,
914,로제타,2019-05-23,"2,763,000",0.0%,417,3,28,프랑스,"프랑스,벨기에",찬란
915,십계 10편 : 네 이웃을 소유를 탐내지 말라,,"1,688,000",0.0%,416,9,54,폴란드,폴란드,
915,뱅드림! 필름 라이브,2019-09-26,"3,781,600",0.0%,416,8,57,일본,일본,(주)애니플러스
915,"나, 다니엘 블레이크",2016-12-08,"2,820,000",0.0%,416,2,18,영국,영국,(주)영화사 진진
915,포크 촙 힐,,"832,000",0.0%,416,1,12,미국,미국,
919,해는 또다시 뜬다,,"835,000",0.0%,415,1,12,미국,미국,
920,"색, 계",2007-11-08,"2,464,000",0.0%,414,1,26,미국,미국,"(주)제이앤씨미디어그룹,CJ ENM"
921,16세의 사운드트랙,2020-07-02,"3,543,400",0.0%,413,19,150,영국,영국,(주)마노엔터테인먼트
922,회전목마,,"825,000",0.0%,410,1,18,미국,미국,
923,천녀유혼,1987-12-05,"2,453,500",0.0%,409,3,26,홍콩,홍콩,
923,아틀란티스의 왕,,"409,000",0.0%,409,3,13,스웨덴,스웨덴,
925,엑시트,2019-07-31,"2,910,000",0.0%,407,1,12,한국,한국,(주)씨제이이엔엠
926,황색리본,,"806,000",0.0%,404,1,12,미국,미국,
927,십계 7편 : 도적질하지 말라,,"1,622,250",0.0%,403,11,57,폴란드,폴란드,
927,선생님의 일기,2016-11-02,"2,032,500",0.0%,403,19,130,태국,태국,"(주)드림팩트엔터테인먼트,(주)미로스페이스"
929,국제시장,2014-12-17,"2,156,000",0.0%,402,1,9,한국,한국,(주)씨제이이엔엠
930,세븐,1995-11-11,"2,415,000",0.0%,401,2,27,미국,미국,(주)드림팩트엔터테인먼트
931,글루미 선데이,2000-10-21,"2,909,500",0.0%,400,2,12,독일,독일,(주)팝엔터테인먼트
931,십계 8편 : 거짓 증언하지 말라,,"1,607,250",0.0%,400,11,56,폴란드,폴란드,
931,이웃의 아내,2020-05-26,"2,000,000",0.0%,400,10,23,미국,미국,(주)제이브로
931,데드워터,2020-05-28,"2,000,000",0.0%,400,10,23,미국,미국,(주)제이브로
931,원탁의 기사,,"800,000",0.0%,400,1,17,미국,미국,
936,홍등,1993-01-01,"2,451,000",0.0%,398,1,18,중국,중국,
937,마지막 일몰,,"797,000",0.0%,396,1,12,미국,미국,
938,조쉬 그로반: 브리지스 뉴욕 매디슨스퀘어가든 콘서트,2020-05-20,"6,988,500",0.0%,395,20,213,영국,영국,씨제이포디플렉스 주식회사
938,정말 먼 곳,2021-03-18,"2,943,000",0.0%,395,1,10,한국,한국,그린나래미디어(주)
938,백야의 탈출,,"756,000",0.0%,395,1,6,미국,미국,
941,어페어 투 리멤버,,"821,000",0.0%,394,1,12,미국,미국,
942,어느 가족,2018-07-26,"2,623,000",0.0%,393,2,34,일본,일본,(주)티캐스트
943,무기여 잘 있거라,1974-01-01,"702,000",0.0%,392,1,6,미국,미국,
944,지난 여름 갑자기,,"787,000",0.0%,391,1,15,미국,미국,
944,SIFF2020 새로운선택 단편 3,,"2,737,000",0.0%,391,2,5,한국,한국,
946,퐁네프의 연인들,1992-04-18,"3,393,000",0.0%,386,2,37,프랑스,프랑스,오드
947,백치들,2000-05-20,"3,992,480",0.0%,384,1,10,덴마크,덴마크,
947,왕중왕,,"768,000",0.0%,384,1,8,미국,미국,
947,루비,2020-07-30,"3,290,900",0.0%,384,12,116,한국,한국,주식회사 더쿱
947,블루 발렌타인,2012-05-31,"4,057,000",0.0%,384,4,28,미국,미국,(주)영화사 진진
951,상처뿐인 영광,1971-06-26,"707,000",0.0%,383,1,12,미국,미국,
952,아들,2004-02-20,"2,461,500",0.0%,375,4,31,프랑스,"프랑스,벨기에",(주)동숭아트센터
952,북북서로 진로를 돌려라,,"2,200,000",0.0%,375,1,14,미국,미국,
952,마담 프루스트의 비밀정원,2014-07-24,"2,117,000",0.0%,375,1,13,프랑스,프랑스,찬란
952,흑기사,1973-10-24,"755,000",0.0%,375,1,12,미국,미국,
956,십계,1973-06-16,"742,000",0.0%,371,1,10,미국,미국,
956,사랑아 나는 통곡한다,,"757,000",0.0%,371,1,17,미국,미국,
958,사랑에 관한 짧은 필름,1995-10-14,"2,697,000",0.0%,370,2,22,폴란드,폴란드,(주)영화사 안다미로
958,애니 레보비츠: 렌즈를 통해 들여다본 삶,2009-06-11,"2,953,160",0.0%,370,9,105,미국,미국,"하준사,(주)스폰지이엔티"
960,베일리 어게인,2018-11-22,"2,221,500",0.0%,367,25,130,미국,미국,(주)홈초이스
960,애정의 쌀,,"764,000",0.0%,367,1,18,이탈리아,이탈리아,
962,영향 아래 있는 여자,,"2,587,000",0.0%,366,1,18,미국,미국,
963,SIFF2020 본선 단편경쟁 2,,"2,558,000",0.0%,365,1,5,한국,한국,
963,추억,,"730,000",0.0%,365,1,20,미국,미국,
965,5시부터 7시까지의 클레오,,"2,718,500",0.0%,364,1,29,프랑스,"프랑스,이탈리아",(주)영화사 안다미로
966,레베카,,"2,438,500",0.0%,363,2,16,미국,미국,
967,토스카,2020-12-01,"12,100,200",0.0%,359,5,45,이탈리아,이탈리아,일미디어
968,부부교환 하던 날,2020-02-26,"1,932,000",0.0%,355,20,20,한국,한국,(주)소나무픽쳐스
969,캐나다 평원,,"708,000",0.0%,354,1,12,미국,미국,
970,연인,1992-06-20,"2,108,000",0.0%,353,1,22,프랑스,프랑스,(주)팝엔터테인먼트
970,교수목,,"731,000",0.0%,353,1,12,미국,미국,
972,천국보다 낯선,1995-11-11,"2,590,000",0.0%,351,1,21,미국,미국,(주)영화사 안다미로
973,여름의 거울 +자비에 돌란: 불가능을 넘어서,,"3,149,000",0.0%,347,7,33,캐나다,캐나다,(주)엣나인필름
974,낮손님,2020-04-15,"2,404,500",0.0%,345,19,62,한국,한국,시네마 뉴원
974,마술피리,2019-04-28,"7,297,500",0.0%,345,8,60,독일,독일,(주)케빈앤컴퍼니
974,내일을 위한 시간,2015-01-01,"2,307,000",0.0%,345,3,27,벨기에,"벨기에,프랑스,이탈리아",그린나래미디어(주)
977,싸이코,,"2,769,000",0.0%,344,1,24,미국,미국,(주)영화사 안다미로
977,에이미,2015-11-05,"2,783,200",0.0%,344,15,116,영국,영국,"(주)팝엔터테인먼트,주식회사 더쿱"
979,녹색광선,,"2,600,000",0.0%,343,1,6,프랑스,프랑스,(주)영화사 안다미로
979,드라이브웨이,,"1,924,000",0.0%,343,2,4,미국,미국,
981,도그빌,2003-08-01,"3,459,880",0.0%,339,1,7,덴마크,덴마크,
981,아니아라,,"339,000",0.0%,339,2,12,기타,기타,
