,Open,High,Low,Close,Volume,week,Close_change
0,2087.6298828125,2093.550048828125,2046.0400390625,2058.199951171875,10207410000,2014-12-28,
1,2054.43994140625,2064.429931640625,1992.43994140625,2044.81005859375,19362860000,2015-01-04,-13.389892578125
2,2046.1300048828125,2056.929931640625,1988.1199951171875,2019.4200439453125,20275570000,2015-01-11,-25.3900146484375
3,2020.760009765625,2064.6201171875,2004.489990234375,2051.820068359375,15424020000,2015-01-18,32.4000244140625
4,2050.419921875,2057.6201171875,1989.1800537109373,1994.989990234375,19558890000,2015-01-25,-56.830078125
5,1996.6700439453125,2072.39990234375,1980.9000244140625,2055.469970703125,20821110000,2015-02-01,60.47998046875
6,2053.469970703125,2097.030029296875,2041.8800048828125,2096.989990234375,18132050000,2015-02-08,41.52001953125
7,2096.469970703125,2110.610107421875,2085.43994140625,2110.300048828125,13260470000,2015-02-15,13.31005859375
8,2109.830078125,2119.590087890625,2103.0,2104.5,16561930000,2015-02-22,-5.800048828125
9,2105.22998046875,2117.52001953125,2067.27001953125,2071.260009765625,17049500000,2015-03-01,-33.239990234375
10,2072.25,2083.489990234375,2039.68994140625,2053.39990234375,17328980000,2015-03-08,-17.860107421875
11,2055.35009765625,2113.919921875,2055.35009765625,2108.10009765625,19504990000,2015-03-15,54.7001953125
12,2107.989990234375,2114.860107421875,2045.5,2061.02001953125,16498140000,2015-03-22,-47.080078125
13,2064.110107421875,2088.969970703125,2048.3798828125,2066.9599609375,12933470000,2015-03-29,5.93994140625
14,2064.8701171875,2102.610107421875,2056.52001953125,2102.06005859375,15962370000,2015-04-05,35.10009765625
15,2102.030029296875,2111.909912109375,2072.3701171875,2081.179931640625,17285170000,2015-04-12,-20.880126953125
16,2084.110107421875,2120.919921875,2084.110107421875,2117.68994140625,16604500000,2015-04-19,36.510009765625
17,2119.2900390625,2125.919921875,2077.590087890625,2108.2900390625,18949060000,2015-04-26,-9.39990234375
18,2110.22998046875,2120.949951171875,2067.929931640625,2116.10009765625,17753820000,2015-05-03,7.81005859375
19,2115.56005859375,2123.889892578125,2085.570068359375,2122.72998046875,15824270000,2015-05-10,6.6298828125
20,2121.300048828125,2134.719970703125,2120.010009765625,2126.06005859375,14852420000,2015-05-17,3.330078125
21,2125.340087890625,2126.219970703125,2099.179931640625,2107.389892578125,13377830000,2015-05-24,-18.670166015625
22,2108.639892578125,2121.919921875,2085.669921875,2092.830078125,15604780000,2015-05-31,-14.559814453125
23,2092.340087890625,2115.02001953125,2072.139892578125,2094.110107421875,15214050000,2015-06-07,1.280029296875
24,2091.340087890625,2126.64990234375,2072.489990234375,2109.989990234375,17173880000,2015-06-14,15.8798828125
25,2112.5,2129.8701171875,2095.3798828125,2101.489990234375,17463770000,2015-06-21,-8.5
26,2098.6298828125,2098.6298828125,2056.320068359375,2076.780029296875,14481300000,2015-06-28,-24.7099609375
27,2073.949951171875,2083.739990234375,2044.02001953125,2076.6201171875,18065680000,2015-07-05,-0.159912109375
28,2080.030029296875,2128.909912109375,2080.030029296875,2126.639892578125,15950490000,2015-07-12,50.019775390625
29,2126.85009765625,2132.820068359375,2077.090087890625,2079.64990234375,17926480000,2015-07-19,-46.989990234375
30,2078.18994140625,2114.239990234375,2063.52001953125,2103.840087890625,19254140000,2015-07-26,24.190185546875
31,2104.489990234375,2112.659912109375,2067.909912109375,2077.570068359375,18841050000,2015-08-02,-26.27001953125
32,2080.97998046875,2105.35009765625,2052.090087890625,2091.5400390625,17509360000,2015-08-09,13.969970703125
33,2089.699951171875,2103.469970703125,1970.8900146484373,1970.8900146484373,18271310000,2015-08-16,-120.65002441406273
34,1965.1500244140625,1993.47998046875,1867.010009765625,1988.8699951171875,26089970000,2015-08-23,17.979980468750227
35,1986.72998046875,1986.72998046875,1903.0699462890625,1921.219970703125,18717360000,2015-08-30,-67.6500244140625
36,1927.300048828125,1988.6300048828125,1927.300048828125,1961.050048828125,14045680000,2015-09-06,39.830078125
37,1963.06005859375,2020.8599853515625,1948.27001953125,1958.030029296875,20075770000,2015-09-13,-3.02001953125
38,1960.8399658203125,1979.6400146484373,1908.9200439453125,1931.3399658203125,18081540000,2015-09-20,-26.6900634765625
39,1929.1800537109373,1951.3599853515625,1871.9100341796875,1951.3599853515625,21346290000,2015-09-27,20.02001953125
40,1954.3299560546875,2020.1300048828125,1954.3299560546875,2014.8900146484373,20849400000,2015-10-04,63.53002929687477
41,2015.6500244140625,2033.5400390625,1990.72998046875,2033.1099853515625,17281480000,2015-10-11,18.219970703125227
42,2031.72998046875,2079.739990234375,2017.219970703125,2075.14990234375,18785920000,2015-10-18,42.0399169921875
43,2075.080078125,2094.320068359375,2058.840087890625,2079.360107421875,20565930000,2015-10-25,4.210205078125
44,2080.760009765625,2116.47998046875,2080.760009765625,2099.199951171875,20531860000,2015-11-01,19.83984375
45,2096.56005859375,2096.56005859375,2022.02001953125,2023.0400390625,19691320000,2015-11-08,-76.159912109375
46,2022.0799560546875,2097.06005859375,2019.3900146484373,2089.169921875,19652690000,2015-11-15,66.1298828125
47,2089.409912109375,2095.610107421875,2070.2900390625,2090.110107421875,11792690000,2015-11-22,0.940185546875
48,2090.949951171875,2104.27001953125,2042.3499755859373,2091.68994140625,20459190000,2015-11-29,1.579833984375
49,2090.419921875,2090.419921875,2008.800048828125,2012.3699951171875,20618850000,2015-12-06,-79.3199462890625
50,2013.3699951171875,2076.719970703125,1993.260009765625,2005.550048828125,24611890000,2015-12-13,-6.8199462890625
51,2010.27001953125,2067.360107421875,2005.9300537109373,2060.989990234375,12177090000,2015-12-20,55.43994140625
52,2057.77001953125,2081.56005859375,2043.6199951171875,2043.93994140625,10057270000,2015-12-27,-17.050048828125
53,2038.199951171875,2038.199951171875,1918.4599609375,1922.030029296875,22089690000,2016-01-03,-121.909912109375
54,1926.1199951171875,1950.3299560546875,1857.8299560546875,1880.3299560546875,25291150000,2016-01-10,-41.7000732421875
55,1888.6600341796875,1908.8499755859373,1812.2900390625,1906.9000244140625,21324990000,2016-01-17,26.570068359375
56,1906.280029296875,1940.239990234375,1872.699951171875,1940.239990234375,23703940000,2016-01-24,33.3399658203125
57,1936.93994140625,1947.199951171875,1872.22998046875,1880.050048828125,24081930000,2016-01-31,-60.18994140625
58,1873.25,1881.5999755859373,1810.0999755859373,1864.780029296875,25488570000,2016-02-07,-15.27001953125
59,1871.43994140625,1930.6800537109373,1871.43994140625,1917.780029296875,18161550000,2016-02-14,53.0
60,1924.43994140625,1962.9599609375,1891.0,1948.050048828125,20729330000,2016-02-21,30.27001953125
61,1947.1300048828125,2009.1300048828125,1931.81005859375,1999.989990234375,25206170000,2016-02-28,51.93994140625
62,1996.1099853515625,2022.3699951171875,1969.25,2022.18994140625,22103360000,2016-03-06,22.199951171875
63,2019.27001953125,2052.360107421875,2005.22998046875,2049.580078125,22138770000,2016-03-13,27.39013671875
64,2047.8800048828125,2056.60009765625,2022.489990234375,2035.93994140625,13842290000,2016-03-20,-13.64013671875
65,2037.8900146484373,2075.070068359375,2028.31005859375,2072.780029296875,17687000000,2016-03-27,36.840087890625
66,2073.18994140625,2074.02001953125,2033.800048828125,2047.5999755859373,18552210000,2016-04-03,-25.180053710937727
67,2050.22998046875,2087.840087890625,2039.739990234375,2080.72998046875,19466730000,2016-04-10,33.13000488281273
68,2078.830078125,2111.050048828125,2073.64990234375,2091.580078125,19364460000,2016-04-17,10.85009765625
69,2089.3701171875,2099.889892578125,2052.280029296875,2065.300048828125,19991600000,2016-04-24,-26.280029296875
70,2067.169921875,2083.419921875,2039.449951171875,2057.139892578125,19877940000,2016-05-01,-8.16015625
71,2057.550048828125,2084.8701171875,2043.1300048828125,2046.6099853515625,18573070000,2016-05-08,-10.5299072265625
72,2046.530029296875,2071.8798828125,2025.9100341796875,2052.320068359375,19066060000,2016-05-15,5.7100830078125
73,2052.22998046875,2099.06005859375,2047.260009765625,2099.06005859375,16852120000,2016-05-22,46.739990234375
74,2100.1298828125,2105.260009765625,2085.10009765625,2099.1298828125,15300080000,2016-05-29,0.06982421875
75,2100.830078125,2120.550048828125,2089.9599609375,2096.070068359375,17344140000,2016-06-05,-3.059814453125
76,2091.75,2098.1201171875,2050.3701171875,2071.219970703125,19277430000,2016-06-12,-24.85009765625
77,2075.580078125,2113.320068359375,2032.5699462890625,2037.4100341796875,20763870000,2016-06-19,-33.8099365234375
78,2031.449951171875,2108.7099609375,1991.6800537109373,2102.949951171875,22140480000,2016-06-26,65.5399169921875
79,2095.050048828125,2131.7099609375,2074.02001953125,2129.89990234375,14779810000,2016-07-03,26.949951171875
80,2131.719970703125,2169.050048828125,2131.719970703125,2161.739990234375,17441690000,2016-07-10,31.840087890625
81,2162.0400390625,2175.6298828125,2159.010009765625,2175.030029296875,15651690000,2016-07-17,13.2900390625
82,2173.7099609375,2177.090087890625,2159.070068359375,2173.60009765625,18198170000,2016-07-24,-1.429931640625
83,2173.14990234375,2182.8701171875,2147.580078125,2182.8701171875,18513540000,2016-07-31,9.27001953125
84,2183.760009765625,2188.449951171875,2172.0,2184.050048828125,16340620000,2016-08-07,1.179931640625
85,2186.080078125,2193.81005859375,2168.5,2183.8701171875,16049210000,2016-08-14,-0.179931640625
86,2181.580078125,2193.419921875,2160.389892578125,2169.0400390625,15278970000,2016-08-21,-14.830078125
87,2170.18994140625,2184.8701171875,2157.090087890625,2179.97998046875,15911210000,2016-08-28,10.93994140625
88,2181.610107421875,2187.8701171875,2127.81005859375,2127.81005859375,14728870000,2016-09-04,-52.169921875
89,2120.860107421875,2163.300048828125,2119.1201171875,2139.159912109375,20204330000,2016-09-11,11.349853515625
90,2143.989990234375,2179.989990234375,2135.909912109375,2164.68994140625,16758370000,2016-09-18,25.530029296875
91,2158.5400390625,2175.300048828125,2141.550048828125,2168.27001953125,18848810000,2016-09-25,3.580078125
92,2164.330078125,2165.860107421875,2144.010009765625,2153.739990234375,17730470000,2016-10-02,-14.530029296875
93,2160.389892578125,2169.60009765625,2114.719970703125,2132.97998046875,15960480000,2016-10-09,-20.760009765625
94,2132.949951171875,2148.43994140625,2124.429931640625,2141.159912109375,16166080000,2016-10-16,8.179931640625
95,2148.5,2154.7900390625,2119.360107421875,2126.409912109375,19131940000,2016-10-23,-14.75
96,2129.780029296875,2133.25,2083.7900390625,2085.179931640625,20488880000,2016-10-30,-41.22998046875
97,2100.590087890625,2182.300048828125,2100.590087890625,2164.449951171875,25381600000,2016-11-06,79.27001953125
98,2165.639892578125,2189.889892578125,2156.080078125,2181.89990234375,21162310000,2016-11-13,17.449951171875
99,2186.429931640625,2213.35009765625,2186.429931640625,2213.35009765625,12576460000,2016-11-20,31.4501953125
100,2210.2099609375,2214.10009765625,2187.43994140625,2191.949951171875,21612530000,2016-11-27,-21.400146484375
101,2200.64990234375,2259.800048828125,2199.969970703125,2259.530029296875,20349620000,2016-12-04,67.580078125
102,2258.830078125,2277.530029296875,2248.43994140625,2258.070068359375,22426490000,2016-12-11,-1.4599609375
103,2259.239990234375,2272.56005859375,2256.080078125,2263.7900390625,14315870000,2016-12-18,5.719970703125
104,2266.22998046875,2273.820068359375,2233.6201171875,2238.830078125,9402730000,2016-12-25,-24.9599609375
105,2251.570068359375,2282.10009765625,2245.1298828125,2276.97998046875,14669060000,2017-01-01,38.14990234375
106,2273.590087890625,2279.27001953125,2254.25,2274.639892578125,17042270000,2017-01-08,-2.340087890625
107,2269.139892578125,2276.9599609375,2258.409912109375,2271.31005859375,13609860000,2017-01-15,-3.329833984375
